RT_title,RT_aud_score,RT_crit_score,RT_mpaa_rating,RT_runtime,RT_year,num_title,num_month,num_day,num_year,num_budget,num_gross
House on Haunted Hill,42,27,R,96,1999,House on Haunted Hill,10,29,1999,19000000,40846082
The Crazies,56,71,R,101,2010,The Crazies,2,26,2010,19000000,39123589
Notorious,66,51,R,123,2009,Notorious,1,16,2009,19000000,36843682
The Switch,45,51,PG-13,101,2010,The Switch,8,20,2010,19000000,27758465
Leap Year,47,21,PG,101,2010,Leap Year,1,8,2010,19000000,25918920
The Book Thief,78,50,PG-13,130,2013,The Book Thief,11,8,2013,19000000,20847072
Gone Baby Gone,86,94,R,114,2007,Gone Baby Gone,10,19,2007,19000000,20300218
Thomas and the Magic Railroad,37,19,G,95,2000,Thomas and the Magic Railroad,7,26,2000,19000000,15911332
Sex Drive,59,46,R,109,2008,Sex Drive,10,17,2008,19000000,8402485
Firestorm,25,12,R,89,1998,Firestorm,1,9,1998,19000000,8123860
The Nutcracker,65,57,PG,92,1993,The Nutcracker,1,1,1993,19000000,2119994
Kansas City,44,63,R,115,1996,Kansas City,8,16,1996,19000000,1353824
The Amityville Horror,53,23,R,89,2005,The Amityville Horror,4,15,2005,18500000,65233369
Adaptation,85,91,R,114,2002,Adaptation,12,6,2002,18500000,22498520
The Invention of Lying,39,58,PG-13,99,2009,The Invention of Lying,10,2,2009,18500000,18451251
Fear and Loathing in Las Vegas,90,50,R,118,1998,Fear and Loathing in Las Vegas,5,22,1998,18500000,10680275
Left Behind,100,-1,Unrated,34,2002,Left Behind,2,2,2001,18500000,4221341
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,79,91,R,83,2006,Borat,11,3,2006,18000000,128505958
The Mask,67,77,PG-13,101,1994,The Mask,7,29,1994,18000000,119920129
Big,81,97,PG,98,1988,Big,6,3,1988,18000000,114968774
Legally Blonde,72,68,PG-13,96,2001,Legally Blonde,7,13,2001,18000000,96493426
Mean Girls,65,83,PG-13,96,2004,Mean Girls,4,30,2004,18000000,86047227
Star Trek III - The Search for Spock,61,78,PG,105,1984,Star Trek III The Search for Spock,6,1,1984,18000000,76471046
The Exorcism of Emily Rose,60,45,PG-13,114,2005,The Exorcism of Emily Rose,9,9,2005,18000000,75072454
Deuce Bigalow: Male Gigolo,43,23,R,88,1999,Deuce Bigalow Male Gigolo,12,10,1999,18000000,65535067
Barbershop 2 - Back in Business,48,68,PG-13,106,2004,Barbershop 2 Back in Business,2,6,2004,18000000,65070412
The Family Stone,63,51,PG-13,103,2005,The Family Stone,12,16,2005,18000000,60062868
Bad Santa,76,77,R,91,2003,Bad Santa,11,26,2003,18000000,60060328
Predator,87,78,R,107,1987,Predator,6,12,1987,18000000,59735548
Austin Powers: International Man of Mystery,77,70,PG-13,90,1997,Austin Powers International Man of Mystery,5,2,1997,18000000,53883989
Diary of a Wimpy Kid 2: Rodrick Rules,63,48,PG,100,2011,Diary of a Wimpy Kid Rodrick Rules,3,25,2011,18000000,52698535
Amadeus,95,95,R,158,1984,Amadeus,9,19,1984,18000000,51973029
Prom Night,38,8,PG-13,88,2008,Prom Night,4,11,2008,18000000,43869350
Soul Surfer,77,46,PG,106,2011,Soul Surfer,4,8,2011,18000000,43853424
Peggy Sue Got Married,55,85,PG-13,103,1986,Peggy Sue Got Married,10,10,1986,18000000,41382841
Gosford Park,78,86,R,138,2001,Gosford Park,12,26,2001,18000000,41300105
Orange County,62,46,PG-13,82,2002,Orange County,1,11,2002,18000000,41059716
United 93,82,91,R,111,2006,United 93,4,28,2006,18000000,31567134
Honey,71,20,PG-13,94,2003,Honey,12,5,2003,18000000,30272254
The Fog,19,4,PG-13,100,2005,The Fog,10,14,2005,18000000,29511112
Spy Hard,33,8,PG-13,80,1996,Spy Hard,5,24,1996,18000000,26936265
Glory,93,93,R,122,1989,Glory,12,14,1989,18000000,26593580
Conan the Destroyer,39,27,PG,101,1984,Conan the Destroyer,6,29,1984,18000000,26400000
Raging Bull,93,98,R,128,1980,Raging Bull,11,14,1980,18000000,23380203
Love Happens,37,17,PG-13,109,2009,Love Happens,9,18,2009,18000000,22965110
Fame,36,25,PG,107,2009,Fame,9,25,2009,18000000,22455510
Young Sherlock Holmes,64,65,PG-13,109,1985,Young Sherlock Holmes,12,4,1985,18000000,19739000
127 Hours,85,93,R,94,2010,127 Hours,11,5,2010,18000000,18335230
Small Time Crooks,57,67,PG,94,2000,Small Time Crooks,5,19,2000,18000000,17266359
Center Stage,83,43,PG-13,115,2000,Center Stage,5,12,2000,18000000,17200925
Catch That Kid,48,12,PG,92,2004,Catch That Kid,2,6,2004,18000000,16703799
Jobs,41,27,PG-13,129,2013,Jobs,8,16,2013,18000000,16131410
Life as a House,89,47,R,125,2001,Life as a House,10,26,2001,18000000,15652637
Youth in Revolt,53,66,R,90,2010,Youth in Revolt,1,8,2010,18000000,15285588
I Love You Beth Cooper,32,14,PG-13,102,2009,I Love You Beth Cooper,7,10,2009,18000000,14800725
Blow Out,81,90,R,107,1981,Blow Out,7,24,1981,18000000,13747234
The Tailor of Panama,46,77,R,110,2001,Tailor of Panama,3,30,2001,18000000,13491653
The Legend of the Lone Ranger,39,-1,PG,98,1981,The Legend of the Lone Ranger,5,22,1981,18000000,13400000
Getaway,36,2,PG-13,90,2013,Getaway,8,30,2013,18000000,10501938
The Ice Storm,83,83,R,113,1997,The Ice Storm,9,26,1997,18000000,8038061
Being Julia,74,76,R,103,2004,Being Julia,10,15,2004,18000000,7739049
Troop Beverly Hills,61,8,PG,100,1989,Troop Beverly Hills,3,22,1989,18000000,7190505
Labor Day,58,32,PG-13,111,2014,Labor Day,1,31,2014,18000000,6942396
9 1/2 Weeks,57,64,R,113,1986,Nine 12 Weeks,2,21,1986,18000000,6734844
The Last Station,67,71,R,113,2009,The Last Station,1,15,2010,18000000,6617867
Dragonslayer,61,85,PG,109,1981,Dragonslayer,6,26,1981,18000000,6000000
Ed Wood,88,92,R,124,1994,Ed Wood,9,30,1994,18000000,5828466
RocknRolla,71,59,R,114,2008,RocknRolla,10,8,2008,18000000,5700626
Megaforce,43,0,PG,99,1982,Megaforce,6,25,1982,18000000,5675599
Mao's Last Dancer,77,55,PG,117,2010,Maos Last Dancer,8,20,2010,18000000,4806750
Hamlet,90,95,PG-13,150,1996,Hamlet,12,25,1996,18000000,4501094
Restoration,60,69,R,150,1996,Restoration,12,29,1995,18000000,4100000
Anything Else,46,40,R,108,2003,Anything Else,9,19,2003,18000000,3203044
Unforgettable Summer,100,-1,Unrated,,1996,Unforgettable,2,23,1996,18000000,2483790
The Salton Sea,83,62,R,103,2002,The Salton Sea,4,26,2002,18000000,676698
The Informers,17,13,R,98,2009,The Informers,4,24,2009,18000000,315000
One Man's Hero,64,38,R,121,1998,One Mans Hero,9,24,1999,18000000,229311
Carlos,85,94,Unrated,333,2009,Carlos,10,15,2010,18000000,145526
I Come With The Rain,29,-1,Unrated,115,2009,I Come with the Rain,12,31,2008,18000000,0
Day of the Dead,22,14,R,87,2007,Day of the Dead,4,8,2008,18000000,0
Red Sonja,29,18,PG-13,89,1985,Red Sonja,6,28,1985,17900000,6905861
Superbad,87,88,R,113,2007,Superbad,8,17,2007,17500000,121463226
Madea Goes to Jail,70,30,PG-13,102,2009,Madea Goes To Jail,2,20,2009,17500000,90508336
Step Up 2 the Streets,77,27,PG-13,97,2008,Step Up 2 the Streets,2,14,2008,17500000,58017783
Hoodwinked,57,46,PG,80,2006,Hoodwinked,12,16,2005,17500000,51386611
Hitman,57,14,R,92,2007,Hitman,11,21,2007,17500000,39687694
Hotel Rwanda,94,90,PG-13,121,2004,Hotel Rwanda,12,22,2004,17500000,23519128
Black Nativity,57,48,PG,92,2013,Black Nativity,11,27,2013,17500000,7018188
City of Ghosts,47,47,R,116,2002,City of Ghosts,4,25,2003,17500000,325491
The Others,77,83,PG-13,105,2001,The Others,8,10,2001,17000000,96522687
Aliens,94,98,R,138,1986,Aliens,7,18,1986,17000000,85160248
I Know What You Did Last Summer,41,36,R,101,1997,I Know What You Did Last Summer,10,17,1997,17000000,72250091
Sideways,78,96,R,123,2004,Sideways,10,22,2004,17000000,71502303
The Best Man Holiday,89,68,R,120,2013,The Best Man Holiday,11,15,2013,17000000,70525195
Friday the 13th,46,25,R,98,2009,Friday the 13th,2,13,2009,17000000,65002019
Pitch Perfect,83,81,PG-13,112,2012,Pitch Perfect,9,28,2012,17000000,65001093
Halloween H2O,49,51,R,86,1998,Halloween H2O,8,5,1998,17000000,55041738
Evil Dead,64,62,R,91,2013,Evil Dead,4,5,2013,17000000,54239856
The Hills Have Eyes,58,50,R,95,2006,The Hills Have Eyes,3,10,2006,17000000,41778863
40 Days and 40 Nights,44,38,R,95,2002,40 Days and 40 Nights,3,1,2002,17000000,37939782
Good Boy!,41,45,PG,89,2003,Good Boy,10,10,2003,17000000,37667746
Smokin' Aces,62,29,R,109,2007,Smokin Aces,1,26,2007,17000000,35662731
A Night at the Roxbury,70,11,PG-13,83,1998,A Night at the Roxbury,10,2,1998,17000000,30331165
Beastly,48,21,PG-13,86,2011,Beastly,3,4,2011,17000000,27865571
Brooklyn's Finest,46,43,R,133,2009,Brooklyns Finest,3,5,2010,17000000,27163593
TRON,70,71,PG,96,1982,Tron,7,9,1982,17000000,26918576
Lottery Ticket,45,34,PG-13,99,2010,Lottery Ticket,8,20,2010,17000000,24719879
Dickie Roberts - Former Child Star,48,23,PG-13,98,2003,Dickie Roberts Former Child Star,9,5,2003,17000000,22734486
ATL,87,62,PG-13,105,2006,ATL,3,31,2006,17000000,21170563
Summer Catch,42,8,PG-13,108,2001,Summer Catch,8,24,2001,17000000,19693891
A Simple Plan,81,90,R,121,1998,A Simple Plan,12,11,1998,17000000,16316273
Larry the Cable Guy: Health Inspector,52,5,PG-13,89,2006,Larry the Cable Guy Health Inspector,3,24,2006,17000000,15680099
The Adventures of Elmo in Grouchland,64,77,G,77,1999,The Adventures of Elmo in Grouchland,10,1,1999,17000000,11634458
Superman IV: The Quest for Peace,16,9,PG,91,1987,Superman IV The Quest for Peace,7,24,1987,17000000,11227824
Running Scared,80,40,R,119,2005,Running Scared,2,24,2006,17000000,6855137
The Apparition,25,4,PG-13,83,2012,The Apparition,8,24,2012,17000000,4936819
Bobby Jones: Stroke of Genius,64,26,PG,128,2003,Bobby Jones Stroke of Genius,4,30,2004,17000000,2694071
Shanghai Surprise,15,14,PG-13,90,1986,Shanghai Surprise,8,29,1986,17000000,2315000
The Illusionist (L'illusionniste),79,90,PG,82,2010,Lillusionniste,12,25,2010,17000000,2231474
Roar,63,-1,PG,102,1981,Roar,1,1,1981,17000000,2000000
Veronica Guerin,71,53,R,98,2003,Veronica Guerin,10,17,2003,17000000,1569918
Southland Tales,41,37,R,144,2006,Southland Tales,11,14,2007,17000000,275380
Chasseurs de Dragons (Dragon Hunters),61,67,PG,80,2008,Chasseurs de dragons,6,23,2009,17000000,0
Fur: An Imaginary Portrait of Diane Arbus,64,32,R,122,2006,FUR An Imaginary Portrait of Diane Arbus,11,10,2006,16800000,223202
Wall Street,81,78,R,126,1987,Wall Street,12,11,1987,16500000,43848100
Sense and Sensibility,90,98,PG,136,1995,Sense and Sensibility,12,11,1995,16500000,42993774
The Illusionist,83,74,PG-13,109,2006,The Illusionist,8,18,2006,16500000,39868642
Becoming Jane,74,57,PG,120,2007,Becoming Jane,8,3,2007,16500000,18663911
House of Sand and Fog,83,75,R,126,2003,House of Sand and Fog,12,19,2003,16500000,13005485
Sydney White,71,36,PG-13,108,2007,Sydney White,9,21,2007,16500000,11892415
Arn - Tempelriddaren (Arn: The Knight Templar),61,-1,R,133,2007,Arn  Tempelriddaren,12,31,2007,16500000,0
Dead Poets Society,92,85,PG,128,1989,Dead Poets Society,6,2,1989,16400000,95860116
Road Trip,66,57,R,93,2000,Road Trip,5,19,2000,16000000,68525609
The Verdict,88,96,R,122,1982,The Verdict,12,8,1982,16000000,53977250
Varsity Blues,77,40,R,104,1999,Varsity Blues,1,15,1999,16000000,52894169
The Artist,88,98,PG-13,100,2011,The Artist,11,25,2011,16000000,44667095
The Unborn,30,11,PG-13,88,2009,The Unborn,1,9,2009,16000000,42670410
The Master of Disguise,33,1,PG,80,2002,The Master of Disguise,8,2,2002,16000000,40363530
Texas Chainsaw Massacre: The Beginning,54,12,R,84,2006,The Texas Chainsaw Massacre The Beginning,10,6,2006,16000000,39517763
The Roommate,27,4,PG-13,91,2011,The Roommate,2,4,2011,16000000,37300107
The Messengers,44,12,PG-13,90,2007,The Messengers,2,2,2007,16000000,35374833
See Spot Run,45,23,PG,94,2001,See Spot Run,3,2,2001,16000000,33357476
Double Impact,42,14,R,107,1991,Double Impact,8,9,1991,16000000,29090445
Baby Boy,88,71,R,130,2001,Baby Boy,6,27,2001,16000000,28734552
Joe Dirt,64,11,PG-13,91,2001,Joe Dirt,4,11,2001,16000000,27087695
The Women,38,13,PG-13,114,2008,The Women,9,12,2008,16000000,26902075
Hot Fuzz,89,91,R,121,2006,Hot Fuzz,4,20,2007,16000000,23618786
Vicky Cristina Barcelona,74,82,PG-13,96,2008,Vicky Cristina Barcelona,8,15,2008,16000000,23216709
Boys and Girls,52,11,PG-13,93,2000,Boys and Girls,6,16,2000,16000000,21799652
Remember Me,69,27,PG-13,112,2010,Remember Me,3,12,2010,16000000,19068240
White Oleander,82,70,PG-13,109,2002,White Oleander,10,11,2002,16000000,16357770
Jennifer's Body,34,42,R,102,2009,Jennifers Body,9,18,2009,16000000,16204793
Drowning Mona,46,29,PG-13,95,2000,Drowning Mona,3,3,2000,16000000,15427192
Radio Days,85,88,PG,96,1987,Radio Days,1,30,1987,16000000,14792779
How to Deal,65,28,PG-13,102,2003,How to Deal,7,18,2003,16000000,14108518
Soul Plane,52,18,R,86,2004,Soul Plane,5,28,2004,16000000,13922211
My Stepmother Is an Alien,31,13,PG-13,107,1988,My Stepmother Is an Alien,12,9,1988,16000000,13854000
The Thirteenth Floor,64,29,R,120,1999,The Thirteenth Floor,5,28,1999,16000000,11810854
The Cookout,37,5,PG-13,88,2004,The Cookout,9,3,2004,16000000,11540112
Highlander,80,67,R,120,1986,Highlander,3,7,1986,16000000,5900000
Hollywood Ending,50,47,PG-13,112,2002,Hollywood Ending,5,3,2002,16000000,4839383
Duets,48,20,R,112,2000,Duets,9,15,2000,16000000,4734235
Detroit Rock City,83,47,R,94,1999,Detroit Rock City,8,13,1999,16000000,4217115
Things We Lost in the Fire,73,64,R,118,2007,Things We Lost in the Fire,10,19,2007,16000000,3287315
Trance,64,68,R,101,2013,Trance,4,5,2013,16000000,2322593
Steel,17,12,PG-13,93,1997,Steel,8,15,1997,16000000,1686429
The White Countess,49,50,PG-13,135,2005,The White Countess,12,21,2005,16000000,1669971
Bienvenue Chez les Ch'tis (Welcome to the Land of Shtis) (Welcome to the Sticks),78,71,Unrated,106,2008,Bienvenue chez les Chtis,7,25,2008,16000000,1477650
Enter the Void (Soudain le vide),71,73,Unrated,137,2009,Enter the Void,9,24,2010,16000000,337997
Good,32,33,R,95,2008,Good,12,31,2008,16000000,31631
Trance (The Eternal: Kiss of the Mummy),20,33,R,95,1998,Trance,12,31,1998,16000000,0
Juwanna Mann,39,10,PG-13,91,2002,Juwanna Mann,6,21,2002,15600000,13571817
Ararat,71,55,R,126,2002,Ararat,11,15,2002,15500000,1693000
Slow Burn,55,12,R,93,2007,Slow Burn,4,13,2007,15500000,1237615
Madison River,0,-1,Unrated,,2005,Madison,4,22,2005,15500000,517262
Wasabi,70,43,R,94,2001,Wasabi,9,27,2002,15300000,81525
Slither,62,86,R,96,2006,Slither,3,31,2006,15250000,7802450
Home Alone,79,54,PG,103,1990,Home Alone,11,16,1990,15000000,285761243
Beverly Hills Cop,81,83,R,105,1984,Beverly Hills Cop,12,5,1984,15000000,234760478
Top Gun,84,55,PG,110,1986,Top Gun,5,16,1986,15000000,179800601
Tootsie,81,88,PG,119,1982,Tootsie,12,17,1982,15000000,177200000
Three Men and a Baby (3 Men and a Baby),47,75,PG,102,1987,3 Men and a Baby,11,25,1987,15000000,167780960
The King's Speech,92,94,PG-13,118,2010,The Kings Speech,11,26,2010,15000000,138797449
American Beauty,93,88,R,122,1999,American Beauty,9,15,1999,15000000,130058047
"Crouching Tiger, Hidden Dragon",86,97,PG-13,120,2001,Crouching Tiger Hidden Dragon,12,8,2000,15000000,128067808
Twins,38,36,PG,107,1988,Twins,12,9,1988,15000000,111936388
Scream,78,80,R,110,1996,Scream,12,20,1996,15000000,103046663
Jackass Presents: Bad Grandpa,64,61,R,92,2013,Jackass Presents Bad Grandpa,10,25,2013,15000000,102003019
The Color Purple,94,88,PG-13,154,1985,The Color Purple,12,18,1985,15000000,93589701
Mama,56,66,PG-13,100,2013,Mama,1,18,2013,15000000,71628180
Private Benjamin,60,87,R,110,1980,Private Benjamin,10,10,1980,15000000,69847348
Lethal Weapon,85,84,R,110,1987,Lethal Weapon,3,6,1987,15000000,65192350
Diary of a Wimpy Kid,49,53,PG,93,2010,Diary of a Wimpy Kid,3,19,2010,15000000,64003625
Halloween,60,25,R,109,2007,Halloween,8,31,2007,15000000,58269151
The Queen,76,97,PG-13,103,2006,The Queen,9,30,2006,15000000,56441711
The Woman in Black,55,66,PG-13,94,2012,The Woman in Black,2,3,2012,15000000,54333290
Little Women,84,90,PG,118,1994,Little Women,12,21,1994,15000000,50003303
When a Stranger Calls,44,9,PG-13,87,2006,When a Stranger Calls,2,3,2006,15000000,47860214
Big Fat Liar,45,43,PG,88,2002,Big Fat Liar,2,8,2002,15000000,47811275
Cop Land,66,73,R,105,1997,Cop Land,8,15,1997,15000000,44906632
Wag the Dog,77,85,R,97,1997,Wag the Dog,12,25,1997,15000000,43057470
Snitch,62,56,PG-13,112,2013,Snitch,2,22,2013,15000000,42930462
The Lizzie McGuire Movie,49,40,PG,93,2003,The Lizzie McGuire Movie,5,2,2003,15000000,42734455
End of Watch,86,85,R,109,2012,End of Watch,9,21,2012,15000000,41003371
The Faculty,55,54,R,104,1998,The Faculty,12,25,1998,15000000,40283321
Not Another Teen Movie,56,28,R,89,2001,Not Another Teen Movie,12,14,2001,15000000,37882551
Drive,78,93,R,100,2011,Drive,9,16,2011,15000000,35060689
The Skulls,44,9,PG-13,106,2000,The Skulls,3,31,2000,15000000,35007180
Malibu's Most Wanted,54,30,PG-13,86,2003,Malibus Most Wanted,4,18,2003,15000000,34308901
Where the Heart Is,77,35,PG-13,120,2000,Where the Heart Is,4,28,2000,15000000,33771174
H2: Halloween II,45,20,R,106,2009,Halloween 2,8,28,2009,15000000,33392973
Because of Winn-Dixie,65,54,PG,107,2005,Because of WinnDixie,2,18,2005,15000000,32647042
The Day the Earth Stood Still,27,21,PG-13,103,2008,earth,4,22,2009,15000000,32011576
The Wedding Date,68,10,PG-13,89,2005,The Wedding Date,2,4,2005,15000000,31726995
The Princess Bride,95,97,PG,98,1987,The Princess Bride,9,25,1987,15000000,30857000
Halloween - Resurrection,28,12,R,89,2002,Halloween Resurrection,7,12,2002,15000000,30259652
The Great Debaters,86,78,PG-13,127,2007,The Great Debaters,12,25,2007,15000000,30226144
Clash of the Titans,70,66,PG,118,1981,Clash of the Titans,6,12,1981,15000000,30000000
Confessions of a Teenage Drama Queen,35,13,PG,89,2004,Confessions of a Teenage Drama Queen,2,20,2004,15000000,29331068
The Object of My Affection,53,49,R,112,1998,The Object of my Affection,4,17,1998,15000000,29145924
28 Weeks Later...,67,71,R,100,2007,28 Weeks Later,5,11,2007,15000000,28638916
Grosse Pointe Blank,88,79,R,107,1997,Grosse Pointe Blank,4,11,1997,15000000,28084357
Love and Basketball,95,82,PG-13,124,2000,Love and Basketball,4,21,2000,15000000,27441122
Book of Shadows - Blair Witch 2,17,13,R,90,2000,Book of Shadows Blair Witch 2,10,27,2000,15000000,26421314
Boogie Nights,89,92,R,155,1997,Boogie Nights,10,10,1997,15000000,26410771
Ramona and Beezus,72,70,G,103,2010,Ramona and Beezus,7,23,2010,15000000,26167002
The Craft,65,50,R,101,1996,The Craft,5,3,1996,15000000,24769466
Match Point,81,77,R,124,2005,Match Point,12,28,2005,15000000,23089926
The Remains of the Day,90,97,PG,134,1993,The Remains of the Day,11,5,1993,15000000,22954968
Urban Legends: Final Cut,20,9,R,99,2000,Urban Legends Final Cut,9,22,2000,15000000,21468807
The Place Beyond The Pines,75,81,R,141,2012,The Place Beyond the Pines,3,29,2013,15000000,21403519
Flicka,83,54,PG,95,2006,Flicka,10,20,2006,15000000,21000147
The Hills Have Eyes 2,40,11,R,90,2007,The Hills Have Eyes II,3,23,2007,15000000,20804166
Country Strong,53,22,PG-13,112,2010,Country Strong,12,22,2010,15000000,20218921
Tuck Everlasting,71,61,PG,90,2002,Tuck Everlasting,10,11,2002,15000000,19161999
The Marine,61,20,PG-13,93,2006,The Marine,10,13,2006,15000000,18844784
Disturbing Behavior,40,33,R,83,1998,Disturbing Behavior,7,24,1998,15000000,17507368
The Big Lebowski,94,80,R,118,1998,The Big Lebowski,3,6,1998,15000000,17498804
The Hurt Locker,84,97,R,131,2008,The Hurt Locker,6,26,2009,15000000,17017811
Eye of the Beholder,32,9,R,101,1999,Eye of the Beholder,1,28,2000,15000000,16500786
The Man With the Iron Fists,41,49,R,96,2012,The Man with the Iron Fists,11,2,2012,15000000,15634090
Killing Them Softly,44,75,R,97,2012,Killing Them Softly,11,30,2012,15000000,14945541
Freddy Got Fingered,57,11,R,92,2001,Freddy Got Fingered,4,20,2001,15000000,14249005
One Day,49,36,PG-13,107,2011,One Day,8,19,2011,15000000,13843771
Whip It,74,84,PG-13,111,2009,Whip It,10,2,2009,15000000,13043363
The Pirates Who Don't Do Anything: A VeggieTales Movie,62,39,G,85,2007,The Pirates Who Dont Do Anything A VeggieTales Movie,1,11,2008,15000000,12981269
U2 3D,92,92,G,85,2007,U2 3D,1,23,2008,15000000,12898847
Highlander - Endgame,39,11,R,100,2000,Highlander Endgame,9,1,2000,15000000,12801190
Idlewild,66,48,R,121,2006,Idlewild,8,25,2006,15000000,12669914
Confidence,71,71,R,98,2003,Confidence,4,25,2003,15000000,12212417
Knockaround Guys,52,20,R,93,2001,Knockaround Guys,10,11,2002,15000000,11660180
