Index	Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
2093	3/10/2006	The Hills Have Eyes	$17,000,000	$41,778,863	$70,355,813
2094	3/1/2002	40 Days and 40 Nights	$17,000,000	$37,939,782	$95,092,667
2095	10/10/2003	Good Boy!	$17,000,000	$37,667,746	$45,312,217
2096	1/26/2007	Smokin' Aces	$17,000,000	$35,662,731	$56,047,261
2097	10/2/1998	A Night at the Roxbury	$17,000,000	$30,331,165	$30,331,165
2098	3/4/2011	Beastly	$17,000,000	$27,865,571	$38,028,230
2099	3/5/2010	Brooklyn's Finest	$17,000,000	$27,163,593	$39,233,233
2100	7/9/1982	Tron	$17,000,000	$26,918,576	$26,918,576
2101	8/20/2010	Lottery Ticket	$17,000,000	$24,719,879	$24,719,879
2102	9/5/2003	Dickie Roberts: Former Child Star	$17,000,000	$22,734,486	$23,734,486
2103	3/31/2006	ATL	$17,000,000	$21,170,563	$21,170,563
2104	8/24/2001	Summer Catch	$17,000,000	$19,693,891	$19,693,891
2105	12/11/1998	A Simple Plan	$17,000,000	$16,316,273	$16,316,273
2106	3/24/2006	Larry the Cable Guy: Health Inspector	$17,000,000	$15,680,099	$15,680,099
2107	11/27/2002	Wes Craven Presents: They	$17,000,000	$12,840,842	$16,140,842
2108	10/1/1999	The Adventures of Elmo in Grouchland	$17,000,000	$11,634,458	$11,634,458
2109	7/24/1987	Superman IV: The Quest for Peace	$17,000,000	$11,227,824	$11,227,824
2110	1/1/1963	55 Days at Peking	$17,000,000	$10,000,000	$10,000,000
2111	4/21/2006	American Dreamz	$17,000,000	$7,314,027	$16,510,971
2112	2/24/2006	Running Scared	$17,000,000	$6,855,137	$8,345,277
2113	8/24/2012	The Apparition	$17,000,000	$4,936,819	$6,909,667
2114	4/30/2004	Bobby Jones: Stroke of Genius	$17,000,000	$2,694,071	$2,694,071
2115	8/29/1986	Shanghai Surprise	$17,000,000	$2,315,000	$2,315,000
2116	12/25/2010	L'illusionniste	$17,000,000	$2,231,474	$5,631,474
2117	1/1/1981	Roar	$17,000,000	$2,000,000	$2,000,000
2118	10/17/2003	Veronica Guerin	$17,000,000	$1,569,918	$9,438,074
2119	11/14/2007	Southland Tales	$17,000,000	$275,380	$364,607
2120	6/23/2009	Chasseurs de dragons	$17,000,000	$0	$13,446,115
2121	10/21/1977	Damnation Alley	$17,000,000	$0	$0
2122	11/10/2006	FUR: An Imaginary Portrait of Diane Arbus	$16,800,000	$223,202	$2,281,089
2123	12/11/1987	Wall Street	$16,500,000	$43,848,100	$43,848,100
2124	12/11/1995	Sense and Sensibility	$16,500,000	$42,993,774	$134,993,774
2125	8/18/2006	The Illusionist	$16,500,000	$39,868,642	$83,792,062
2126	8/3/2007	Becoming Jane	$16,500,000	$18,663,911	$39,364,948
2127	12/19/2003	House of Sand and Fog	$16,500,000	$13,005,485	$16,157,923
2128	9/21/2007	Sydney White	$16,500,000	$11,892,415	$13,636,339
2129	12/31/2007	Arn - Tempelriddaren	$16,500,000	$0	$14,900,000
2130	6/2/1989	Dead Poets' Society	$16,400,000	$95,860,116	$239,500,000
2131	12/16/1994	Dumb & Dumber	$16,000,000	$127,175,374	$246,400,000
2132	5/19/2000	Road Trip	$16,000,000	$68,525,609	$119,739,110
2133	12/8/1982	The Verdict	$16,000,000	$53,977,250	$53,977,250
2134	1/15/1999	Varsity Blues	$16,000,000	$52,894,169	$54,294,169
2135	11/25/2011	The Artist	$16,000,000	$44,667,095	$128,256,712
2136	1/9/2009	The Unborn	$16,000,000	$42,670,410	$77,208,315
2137	8/2/2002	The Master of Disguise	$16,000,000	$40,363,530	$40,363,530
2138	10/6/2006	The Texas Chainsaw Massacre: The Beginning	$16,000,000	$39,517,763	$50,517,763
2139	12/29/2006	El Laberinto del Fauno	$16,000,000	$37,634,615	$87,041,569
2140	2/4/2011	The Roommate	$16,000,000	$37,300,107	$40,497,461
2141	2/2/2007	The Messengers	$16,000,000	$35,374,833	$53,774,833
2142	3/2/2001	See Spot Run	$16,000,000	$33,357,476	$43,057,552
2143	8/9/1991	Double Impact	$16,000,000	$29,090,445	$29,090,445
2144	6/27/2001	Baby Boy	$16,000,000	$28,734,552	$28,734,552
2145	4/11/2001	Joe Dirt	$16,000,000	$27,087,695	$30,987,695
2146	9/12/2008	The Women	$16,000,000	$26,902,075	$50,103,808
2147	4/20/2007	Hot Fuzz	$16,000,000	$23,618,786	$81,742,618
2148	8/15/2008	Vicky Cristina Barcelona	$16,000,000	$23,216,709	$77,216,709
2149	6/16/2000	Boys and Girls	$16,000,000	$21,799,652	$21,799,652
2150	11/18/1994	LÃ©on	$16,000,000	$19,284,974	$45,284,974
2151	3/12/2010	Remember Me	$16,000,000	$19,068,240	$56,506,120
2152	10/11/2002	White Oleander	$16,000,000	$16,357,770	$21,657,770
2153	9/18/2009	Jennifer's Body	$16,000,000	$16,204,793	$32,832,166
2154	3/3/2000	Drowning Mona	$16,000,000	$15,427,192	$15,980,376
2155	1/30/1987	Radio Days	$16,000,000	$14,792,779	$14,792,779
2156	7/18/2003	How to Deal	$16,000,000	$14,108,518	$14,108,518
2157	5/28/2004	Soul Plane	$16,000,000	$13,922,211	$14,553,807
2158	12/9/1988	My Stepmother Is an Alien	$16,000,000	$13,854,000	$13,854,000
2159	5/28/1999	The Thirteenth Floor	$16,000,000	$11,810,854	$11,810,854
2160	9/3/2004	The Cookout	$16,000,000	$11,540,112	$11,540,112
2161	1/1/1979	Meteor	$16,000,000	$8,400,000	$8,400,000
2162	3/7/1986	Highlander	$16,000,000	$5,900,000	$12,900,000
2163	5/3/2002	Hollywood Ending	$16,000,000	$4,839,383	$14,839,383
2164	9/15/2000	Duets	$16,000,000	$4,734,235	$4,734,235
2165	8/13/1999	Detroit Rock City	$16,000,000	$4,217,115	$4,217,115
2166	10/19/2007	Things We Lost in the Fire	$16,000,000	$3,287,315	$8,120,148
2167	4/5/2013	Trance	$16,000,000	$2,322,593	$16,272,615
2168	8/15/1997	Steel	$16,000,000	$1,686,429	$1,686,429
2169	12/21/2005	The White Countess	$16,000,000	$1,669,971	$2,814,566
2170	7/25/2008	Bienvenue chez les Ch'tis	$16,000,000	$1,477,650	$247,474,497
2171	9/24/2010	Enter the Void	$16,000,000	$337,997	$337,997
2172	12/31/2008	Good	$16,000,000	$31,631	$31,631
2173	12/31/1998	Trance	$16,000,000	$0	$0
2174	1/1/1972	High Plains Drifter	$15,700,000	$15,700,000	$15,700,000
2175	6/21/2002	Juwanna Mann	$15,600,000	$13,571,817	$13,771,817
2176	6/8/2007	La MÃ´me	$15,500,000	$10,299,782	$86,339,907
2177	11/15/2002	Ararat	$15,500,000	$1,693,000	$1,693,000
2178	4/13/2007	Slow Burn	$15,500,000	$1,237,615	$1,237,615
2179	4/22/2005	Madison	$15,500,000	$517,262	$517,262
2180	2/26/2010	The Yellow Handkerchief	$15,500,000	$318,623	$318,623
2181	9/27/2002	Wasabi	$15,300,000	$81,525	$7,000,000
2182	3/31/2006	Slither	$15,250,000	$7,802,450	$12,930,343
2183	11/16/1990	Home Alone	$15,000,000	$285,761,243	$476,684,675
2184	12/5/1984	Beverly Hills Cop	$15,000,000	$234,760,478	$316,300,000
2185	5/16/1986	Top Gun	$15,000,000	$179,800,601	$356,800,601
2186	12/17/1982	Tootsie	$15,000,000	$177,200,000	$177,200,000
2187	11/25/1987	3 Men and a Baby	$15,000,000	$167,780,960	$167,780,960
2188	11/26/2010	The King's Speech	$15,000,000	$138,797,449	$430,821,166
2189	9/15/1999	American Beauty	$15,000,000	$130,058,047	$356,258,047
2190	12/8/2000	Crouching Tiger, Hidden Dragon	$15,000,000	$128,067,808	$213,200,000
2191	12/9/1988	Twins	$15,000,000	$111,936,388	$216,600,000
2192	12/20/1996	Scream	$15,000,000	$103,046,663	$173,046,663
2193	10/25/2013	Jackass Presents: Bad Grandpa	$15,000,000	$102,003,019	$160,903,019
2194	12/18/1985	The Color Purple	$15,000,000	$93,589,701	$93,589,701
2195	3/30/1988	Beetle Juice	$15,000,000	$73,326,666	$73,326,666
2196	11/18/1959	Ben-Hur	$15,000,000	$73,000,000	$73,000,000
2197	1/18/2013	Mama	$15,000,000	$71,628,180	$148,041,253
2198	10/10/1980	Private Benjamin	$15,000,000	$69,847,348	$69,847,348
2199	3/6/1987	Lethal Weapon	$15,000,000	$65,192,350	$120,192,350
2200	3/19/2010	Diary of a Wimpy Kid	$15,000,000	$64,003,625	$76,954,311
2201	8/31/2007	Halloween	$15,000,000	$58,269,151	$77,514,401
2202	9/30/2006	The Queen	$15,000,000	$56,441,711	$128,885,873
2203	2/3/2012	The Woman in Black	$15,000,000	$54,333,290	$130,727,910
2204	12/21/1994	Little Women	$15,000,000	$50,003,303	$50,003,303
2205	1/1/1979	The Deer Hunter	$15,000,000	$50,000,000	$50,000,000
2206	2/3/2006	When a Stranger Calls	$15,000,000	$47,860,214	$66,944,472
2207	2/8/2002	Big Fat Liar	$15,000,000	$47,811,275	$52,375,275
2208	8/15/1997	Cop Land	$15,000,000	$44,906,632	$63,706,632
2209	12/25/1997	Wag the Dog	$15,000,000	$43,057,470	$64,252,038
2210	2/22/2013	Snitch	$15,000,000	$42,930,462	$48,120,954
2211	5/2/2003	The Lizzie McGuire Movie	$15,000,000	$42,734,455	$55,534,455
2212	9/21/2012	End of Watch	$15,000,000	$41,003,371	$53,041,274
2213	12/25/1998	The Faculty	$15,000,000	$40,283,321	$40,283,321
2214	12/14/2001	Not Another Teen Movie	$15,000,000	$37,882,551	$62,401,343
2215	12/16/1962	Lawrence of Arabia	$15,000,000	$37,495,385	$69,995,385
2216	9/16/2011	Drive	$15,000,000	$35,060,689	$78,054,825
2217	3/31/2000	The Skulls	$15,000,000	$35,007,180	$35,007,180
2218	10/10/1966	Hawaii	$15,000,000	$34,562,222	$34,562,222
2219	4/18/2003	Malibu's Most Wanted	$15,000,000	$34,308,901	$34,499,204
2220	4/28/2000	Where the Heart Is	$15,000,000	$33,771,174	$40,862,054
2221	8/28/2009	Halloween 2	$15,000,000	$33,392,973	$38,512,850
2222	2/18/2005	Because of Winn-Dixie	$15,000,000	$32,647,042	$33,508,485
2223	4/22/2009	earth	$15,000,000	$32,011,576	$109,011,576
2224	2/4/2005	The Wedding Date	$15,000,000	$31,726,995	$47,175,038
2225	9/25/1987	The Princess Bride	$15,000,000	$30,857,000	$30,857,000
2226	7/12/2002	Halloween: Resurrection	$15,000,000	$30,259,652	$37,659,652
2227	12/25/2007	The Great Debaters	$15,000,000	$30,226,144	$30,261,293
2228	6/12/1981	Clash of the Titans	$15,000,000	$30,000,000	$44,400,000
2229	2/20/2004	Confessions of a Teenage Drama Queen	$15,000,000	$29,331,068	$33,118,854
2230	4/17/1998	The Object of my Affection	$15,000,000	$29,145,924	$29,145,924
2231	5/11/2007	28 Weeks Later	$15,000,000	$28,638,916	$64,232,714
2232	4/11/1997	Grosse Pointe Blank	$15,000,000	$28,084,357	$31,070,412
2233	4/21/2000	Love and Basketball	$15,000,000	$27,441,122	$27,709,625
2234	10/27/2000	Book of Shadows: Blair Witch 2	$15,000,000	$26,421,314	$47,721,314
2235	10/10/1997	Boogie Nights	$15,000,000	$26,410,771	$43,111,725
2236	7/23/2010	Ramona and Beezus	$15,000,000	$26,167,002	$27,469,621
2237	5/3/1996	The Craft	$15,000,000	$24,769,466	$55,669,466
2238	12/28/2005	Match Point	$15,000,000	$23,089,926	$87,989,926
2239	11/5/1993	The Remains of the Day	$15,000,000	$22,954,968	$63,954,968
2240	1/15/1993	Nowhere to Run	$15,000,000	$22,189,039	$52,189,039
2241	9/22/2000	Urban Legends: Final Cut	$15,000,000	$21,468,807	$38,574,362
2242	3/29/2013	The Place Beyond the Pines	$15,000,000	$21,403,519	$47,011,449
2243	10/20/2006	Flicka	$15,000,000	$21,000,147	$21,896,367
2244	3/23/2007	The Hills Have Eyes II	$15,000,000	$20,804,166	$37,466,538
2245	12/22/2010	Country Strong	$15,000,000	$20,218,921	$20,551,476
2246	10/11/2002	Tuck Everlasting	$15,000,000	$19,161,999	$19,344,615
2247	10/13/2006	The Marine	$15,000,000	$18,844,784	$22,165,608
2248	7/24/1998	Disturbing Behavior	$15,000,000	$17,507,368	$17,507,368
2249	3/6/1998	The Big Lebowski	$15,000,000	$17,498,804	$46,189,568
2250	6/26/2009	The Hurt Locker	$15,000,000	$17,017,811	$49,894,223
2251	1/28/2000	Eye of the Beholder	$15,000,000	$16,500,786	$18,260,865
2252	11/2/2012	The Man with the Iron Fists	$15,000,000	$15,634,090	$21,985,095
2253	11/30/2012	Killing Them Softly	$15,000,000	$14,945,541	$37,238,774
2254	4/20/2001	Freddy Got Fingered	$15,000,000	$14,249,005	$14,249,005
2255	8/19/2011	One Day	$15,000,000	$13,843,771	$48,086,053
2256	10/2/2009	Whip It	$15,000,000	$13,043,363	$13,043,363
2257	1/11/2008	The Pirates Who Don't Do Anything: A VeggieTales Movie	$15,000,000	$12,981,269	$13,248,444
2258	1/23/2008	U2 3D	$15,000,000	$12,898,847	$26,170,402
2259	9/1/2000	Highlander: Endgame	$15,000,000	$12,801,190	$12,801,190
2260	8/25/2006	Idlewild	$15,000,000	$12,669,914	$12,669,914
2261	4/25/2003	Confidence	$15,000,000	$12,212,417	$12,212,417
2262	10/11/2002	Knockaround Guys	$15,000,000	$11,660,180	$12,419,700
2263	8/27/1999	The Muse	$15,000,000	$11,614,954	$11,614,954
2264	4/3/1998	Barney's Great Adventure	$15,000,000	$11,156,471	$11,156,471
2265	3/1/1989	New York Stories	$15,000,000	$10,763,469	$10,763,469
2266	11/25/1998	Home Fries	$15,000,000	$10,513,979	$10,513,979
2267	3/24/2000	Here on Earth	$15,000,000	$10,494,147	$10,845,127
2268	10/8/2004	Raise Your Voice	$15,000,000	$10,411,980	$14,811,980
2269	12/18/1985	Brazil	$15,000,000	$9,929,135	$9,929,135
2270	4/23/1993	The Dark Half	$15,000,000	$9,579,068	$9,579,068
2271	3/2/2007	Black Snake Moan	$15,000,000	$9,396,870	$9,396,870
2272	2/21/2003	Dark Blue	$15,000,000	$9,237,470	$12,262,065
2273	5/10/2013	Peeples	$15,000,000	$9,177,065	$9,177,065
2274	6/22/2007	A Mighty Heart	$15,000,000	$9,176,787	$18,932,117
2275	9/30/1983	Brainstorm	$15,000,000	$8,921,050	$8,921,050
2276	3/24/2000	Whatever it Takes	$15,000,000	$8,735,529	$8,735,529
2277	3/21/2003	Boat Trip	$15,000,000	$8,586,376	$14,933,713
2278	5/22/2002	The Importance of Being Earnest	$15,000,000	$8,378,141	$8,378,141
2279	5/21/1999	The Love Letter	$15,000,000	$8,322,608	$8,322,608
2280	5/5/2006	Hoot	$15,000,000	$8,117,637	$8,224,998
2281	2/8/2008	In Bruges	$15,000,000	$7,800,825	$34,533,783
2282	12/28/2012	Promised Land	$15,000,000	$7,597,898	$9,300,336
2283	10/8/2001	Mulholland Drive	$15,000,000	$7,219,578	$11,919,578
2284	8/20/2008	The Rocker	$15,000,000	$6,409,528	$8,767,338
2285	6/19/2009	Whatever Works	$15,000,000	$5,306,706	$35,106,706
2286	7/19/2000	The In Crowd	$15,000,000	$5,217,498	$5,217,498
2287	12/14/2005	Los tres entierros de Melquiades Estrada	$15,000,000	$5,027,684	$13,454,474
2288	9/24/1999	Jakob the Liar	$15,000,000	$4,956,401	$4,956,401
2289	9/28/2007	Se jie	$15,000,000	$4,604,982	$65,696,051
2290	10/21/2005	Kiss Kiss, Bang Bang	$15,000,000	$4,235,837	$13,105,837
2291	4/30/1999	Idle Hands	$15,000,000	$4,023,741	$4,023,741
2292	9/22/2010	You Will Meet a Tall Dark Stranger	$15,000,000	$3,247,816	$34,247,816
2293	9/15/2010	Never Let Me Go	$15,000,000	$2,434,652	$11,509,512
2294	12/25/2003	The Company	$15,000,000	$2,281,585	$3,396,508
2295	7/18/2008	Transsiberian	$15,000,000	$2,203,641	$6,379,575
2296	10/22/1999	Crazy in Alabama	$15,000,000	$1,954,202	$1,954,202
2297	1/17/1986	The Clan of the Cave Bear	$15,000,000	$1,953,732	$1,953,732
2298	6/2/2006	Banlieue 13	$15,000,000	$1,200,216	$11,208,291
2299	11/12/1999	Felicia's Journey	$15,000,000	$824,295	$1,970,268
2300	1/25/2002	Metropolis (2002)	$15,000,000	$673,414	$673,414
2301	12/1/1995	Things to Do in Denver when You're Dead	$15,000,000	$529,766	$529,766
2302	2/6/2004	The Return	$15,000,000	$501,752	$2,658,490
2303	7/25/2003	Buffalo Soldiers	$15,000,000	$353,743	$353,743
2304	4/25/2003	Steal (Canadian Release)	$15,000,000	$220,944	$220,944
2305	8/27/2010	Centurion	$15,000,000	$123,570	$6,623,570
2306	10/23/2009	Ong-Bak 2	$15,000,000	$102,458	$7,583,050
2307	12/31/1996	Silent Trigger	$15,000,000	$76,382	$76,382
2308	8/1/2008	Midnight Meat Train	$15,000,000	$73,548	$1,590,246
2309	10/25/2002	All the Queen's Men	$15,000,000	$22,723	$22,723
2310	10/5/2007	The Good Night	$15,000,000	$22,441	$22,441
2311	12/31/2008	Bathory	$15,000,000	$0	$3,436,763
2312	12/31/2005	Dungeons & Dragons 2: The Elemental Might	$15,000,000	$0	$909,822
2313	2/5/2010	Shinjuku Incident	$15,000,000	$0	$0
2314	6/29/2001	Pandaemonium	$15,000,000	$0	$0
2315	2/12/1993	Groundhog Day	$14,600,000	$70,906,973	$70,906,973
2316	11/1/1996	Romeo+Juliet	$14,500,000	$46,338,728	$147,542,381
2317	7/22/2011	Elle s'appelait Sarah	$14,500,000	$7,691,700	$25,480,031
2318	8/7/1992	Unforgiven	$14,400,000	$101,157,447	$101,157,447
2319	1/27/2006	Manderlay	$14,200,000	$74,205	$543,306
2320	3/23/1990	Pretty Woman	$14,000,000	$178,406,268	$432,645,872
2321	9/18/1987	Fatal Attraction	$14,000,000	$156,645,693	$320,100,000
2322	11/12/2008	Slumdog Millionaire	$14,000,000	$141,319,928	$384,519,665
2323	12/17/1974	Towering Inferno	$14,000,000	$116,000,000	$139,700,000
2324	12/20/1989	Born on the Fourth of July	$14,000,000	$70,001,698	$70,001,698
2325	10/1/1993	Cool Runnings	$14,000,000	$68,856,263	$155,056,263
2326	1/12/2007	Stomp the Yard	$14,000,000	$61,356,221	$75,525,718
2327	1/16/2009	My Bloody Valentine	$14,000,000	$51,545,952	$102,754,998
2328	10/22/1982	First Blood	$14,000,000	$47,212,904	$125,212,904
2329	7/13/1977	The Spy Who Loved Me	$14,000,000	$46,800,000	$185,400,000
2330	12/15/2000	Dude, Where's My Car?	$14,000,000	$46,729,374	$73,180,297
2331	9/25/1998	Urban Legend	$14,000,000	$38,116,707	$72,571,864
2332	12/9/1981	Taps	$14,000,000	$35,856,053	$35,856,053
2333	2/24/2012	Tyler Perry's Good Deeds	$14,000,000	$35,025,791	$35,025,791
2334	1/18/1991	White Fang	$14,000,000	$34,729,091	$34,729,091
2335	12/21/1988	Dangerous Liaisons	$14,000,000	$34,700,000	$34,700,000
2336	10/8/1999	Superstar	$14,000,000	$30,628,981	$30,628,981
2337	12/30/2011	The Iron Lady	$14,000,000	$29,959,436	$115,592,104
2338	7/23/1993	Poetic Justice	$14,000,000	$27,450,453	$27,450,453
2339	10/4/2002	Jonah: A VeggieTales Movie	$14,000,000	$25,571,351	$25,608,779
2340	3/8/2002	All About the Benjamins	$14,000,000	$25,482,931	$25,873,145
2341	6/17/1977	Exorcist II: The Heretic	$14,000,000	$25,011,000	$25,011,000
2342	10/27/1995	Vampire in Brooklyn	$14,000,000	$19,637,147	$19,637,147
2343	5/5/2006	An American Haunting	$14,000,000	$16,298,046	$30,443,277
2344	8/22/2003	My Boss's Daughter	$14,000,000	$15,549,702	$15,549,702
2345	8/7/2009	A Perfect Getaway	$14,000,000	$15,515,460	$22,815,460
2346	10/25/1996	Thinner	$14,000,000	$15,171,475	$15,171,475
2347	8/21/1998	Dead Man on Campus	$14,000,000	$15,064,948	$15,064,948
2348	5/14/1999	Tea with Mussolini	$14,000,000	$14,395,874	$14,395,874
2349	6/22/1977	New York, New York	$14,000,000	$13,800,000	$13,800,000
2350	4/26/2002	Jason X	$14,000,000	$13,121,555	$16,951,798
2351	5/13/1994	Crooklyn	$14,000,000	$13,024,170	$13,024,170
2352	3/16/2007	I Think I Love My Wife	$14,000,000	$12,559,771	$13,205,411
2353	11/17/2006	Bobby	$14,000,000	$11,242,801	$20,597,806
2354	2/2/2001	Head Over Heels	$14,000,000	$10,397,365	$10,397,365
2355	4/23/1999	Lost and Found	$14,000,000	$6,552,255	$6,552,255
2356	11/30/2007	Le Scaphandre et le Papillon	$14,000,000	$5,990,075	$22,754,472
2357	10/6/2006	Little Children	$14,000,000	$5,463,019	$14,763,019
2358	4/21/2000	Gossip	$14,000,000	$5,108,820	$12,591,270
2359	3/26/1999	A Walk on the Moon	$14,000,000	$4,741,987	$4,741,987
2360	10/27/2006	Catch a Fire	$14,000,000	$4,299,773	$5,699,773
2361	9/7/2001	Soul Survivors	$14,000,000	$3,100,650	$4,288,246
2362	5/22/2009	Easy Virtue	$14,000,000	$2,656,784	$12,656,784
2363	3/31/1995	Jefferson in Paris	$14,000,000	$2,461,628	$2,461,628
2364	8/6/2010	Flipped	$14,000,000	$1,755,212	$1,755,212
2365	1/1/1978	Caravans	$14,000,000	$1,000,000	$1,000,000
2366	6/25/2010	Les herbes folles	$14,000,000	$403,952	$1,903,952
2367	1/24/2003	Amen	$14,000,000	$274,299	$274,299
2368	9/26/2008	The Lucky Ones	$14,000,000	$266,967	$266,967
2369	9/30/2011	Margaret	$14,000,000	$47,185	$47,185
2370	12/9/2005	Brokeback Mountain	$13,900,000	$83,043,761	$174,097,801
2371	7/1/1995	Clueless	$13,700,000	$56,598,476	$56,598,476
2372	3/30/1990	Teenage Mutant Ninja Turtles	$13,500,000	$135,265,915	$202,000,000
2373	10/5/1956	The Ten Commandments	$13,500,000	$80,000,000	$80,000,000
2374	11/8/2002	Far From Heaven	$13,500,000	$15,901,849	$29,027,914
2375	10/12/2012	Seven Psychopaths	$13,500,000	$15,024,049	$23,492,318
2376	11/22/2000	Quills	$13,500,000	$7,060,876	$11,732,088
2377	1/29/1982	The Border	$13,500,000	$6,118,683	$6,118,683
2378	2/18/2005	Downfall	$13,500,000	$5,501,940	$93,631,742
2379	3/2/2001	The Caveman's Valentine	$13,500,000	$687,081	$892,506
2380	4/1/2011	The Last Godfather	$13,400,000	$164,247	$164,247
2381	12/17/2004	Mar adentro	$13,300,000	$2,086,345	$39,686,345
2382	12/23/1987	Good Morning Vietnam	$13,000,000	$123,922,370	$123,922,370
2383	12/3/2010	Black Swan	$13,000,000	$106,954,678	$331,266,710
2384	1/12/2001	Save the Last Dance	$13,000,000	$91,038,276	$131,638,276
2385	2/9/2011	Justin Bieber: Never Say Never	$13,000,000	$73,013,910	$99,034,125
2386	2/11/2000	Snow Day	$13,000,000	$60,008,303	$62,452,927
2387	1/23/2004	The Butterfly Effect	$13,000,000	$57,924,679	$96,046,844
2388	12/11/1974	The Godfather: Part II	$13,000,000	$57,300,000	$57,300,000
2389	7/17/1987	RoboCop	$13,000,000	$53,424,681	$53,424,681
2390	3/15/2013	The Call	$13,000,000	$51,872,378	$58,938,768
2391	8/19/1988	A Nightmare on Elm Street 4: The Dream Master	$13,000,000	$49,369,899	$49,369,899
2392	11/21/2007	This Christmas	$13,000,000	$49,121,934	$49,778,552
2393	8/12/1988	Young Guns	$13,000,000	$44,726,644	$44,726,644
2394	3/31/1999	Ten Things I Hate About You	$13,000,000	$38,177,966	$60,414,025
2395	5/10/2002	The New Guy	$13,000,000	$28,972,187	$28,972,187
2396	2/5/1993	Loaded Weapon 1	$13,000,000	$27,979,399	$27,979,399
2397	3/12/1999	Baby Geniuses	$13,000,000	$27,151,490	$27,151,490
2398	4/24/1998	The Big Hit	$13,000,000	$27,066,941	$27,066,941
2399	11/9/1990	Child's Play 2	$13,000,000	$26,904,572	$34,166,572
2400	7/10/1996	Harriet the Spy	$13,000,000	$26,570,048	$26,570,048
2401	3/1/2013	21 and Over	$13,000,000	$25,682,380	$42,195,766
2402	11/21/2007	The Mist	$13,000,000	$25,593,755	$54,777,490
2403	10/29/1999	Being John Malkovich	$13,000,000	$22,858,926	$32,382,381
2404	9/7/2001	Two Can Play That Game	$13,000,000	$22,235,901	$22,391,450
2405	3/22/2013	Admission	$13,000,000	$18,007,317	$18,007,317
2406	6/29/2001	crazy/beautiful	$13,000,000	$16,929,123	$19,929,123
2407	8/28/1998	54	$13,000,000	$16,757,163	$16,757,163
2408	12/20/2006	Letters from Iwo Jima	$13,000,000	$13,756,082	$68,756,082
2409	5/29/2009	MÃ¤n som hatar kvinnor	$13,000,000	$12,749,992	$109,421,911
2410	2/23/2007	The Astronaut Farmer	$13,000,000	$11,003,643	$11,141,213
2411	6/12/1998	Dirty Work	$13,000,000	$10,020,081	$10,020,081
2412	5/8/1998	Woo	$13,000,000	$8,064,972	$8,064,972
2413	4/13/1994	Serial Mom	$13,000,000	$7,881,335	$7,881,335
2414	8/4/1999	Dick	$13,000,000	$6,276,869	$6,276,869
2415	11/10/1999	Light It Up	$13,000,000	$5,871,603	$5,871,603
2416	8/24/2001	Bubble Boy	$13,000,000	$5,002,310	$5,002,310
2417	2/1/2002	Birthday Girl	$13,000,000	$4,919,896	$8,130,727
2418	5/4/2007	Paris, je t'aime	$13,000,000	$4,857,374	$4,857,374
2419	8/24/2007	Resurrecting the Champ	$13,000,000	$3,172,382	$3,260,555
2420	3/26/2010	Chloe	$13,000,000	$3,075,255	$9,675,172
2421	3/2/2001	The Widow of St. Pierre	$13,000,000	$3,058,380	$3,058,380
2422	4/5/1996	Faithful	$13,000,000	$2,104,439	$2,104,439
2423	2/26/2010	Un ProphÃ¨te	$13,000,000	$2,087,720	$12,081,833
2424	12/3/2010	I Love You, Phillip Morris	$13,000,000	$2,037,459	$15,144,685
2425	3/17/2006	Find Me Guilty	$13,000,000	$1,173,673	$1,788,077
2426	5/14/1993	Excessive Force	$13,000,000	$1,152,117	$1,152,117
2427	10/13/2006	Infamous	$13,000,000	$1,151,330	$2,613,717
2428	7/29/2011	Attack the Block	$13,000,000	$1,024,175	$5,406,422
2429	12/29/2000	The Claim	$13,000,000	$622,023	$1,596,672
2430	6/18/2010	The Killer Inside Me	$13,000,000	$217,277	$3,617,277
2431	3/30/2012	Womb	$13,000,000	$0	$0
2432	7/12/2002	Crocodile Hunter: Collision Course	$12,500,000	$28,436,931	$33,436,931
2433	9/3/2010	Machete	$12,500,000	$26,593,646	$44,331,957
2434	12/19/2002	Antwone Fisher	$12,500,000	$21,078,145	$23,367,586
2435	2/12/1982	La Guerre du feu	$12,500,000	$20,959,585	$20,959,585
2436	11/22/2002	The Emperor's Club	$12,500,000	$14,060,950	$16,193,713
2437	9/10/1993	True Romance	$12,500,000	$12,281,000	$12,281,000
2438	9/11/2009	Sorority Row	$12,500,000	$11,965,282	$26,735,797
2439	9/30/1992	Glengarry Glen Ross	$12,500,000	$10,725,228	$10,725,228
2440	11/7/2008	The Boy in the Striped Pajamas	$12,500,000	$9,046,156	$44,083,403
2441	4/2/1982	Cat People	$12,500,000	$7,000,000	$21,000,000
2442	5/25/1979	The Prisoner of Zenda	$12,500,000	$7,000,000	$7,000,000
2443	10/15/2010	Conviction	$12,500,000	$6,797,696	$10,133,552
2444	10/12/2007	Lars and the Real Girl	$12,500,000	$5,956,480	$10,553,442
2445	5/21/2010	Solitary Man	$12,500,000	$4,360,548	$4,360,548
2446	9/22/2000	Dancer in the Dark	$12,500,000	$4,157,491	$45,557,491
2447	12/17/2010	Casino Jack	$12,500,000	$2,039,869	$2,080,869
2448	12/31/1997	Oscar and Lucinda	$12,500,000	$1,612,957	$1,612,957
