Index	Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
2449	11/1/1996	The Funeral	$12,500,000	$1,212,799	$1,412,799
2450	9/3/2004	Tae Guik Gi: The Brotherhood of War	$12,500,000	$1,110,186	$69,826,708
2451	11/18/1988	The Land Before Time	$12,300,000	$48,092,846	$81,972,846
2452	6/20/1975	Jaws	$12,000,000	$260,000,000	$470,700,000
2453	12/26/1973	The Exorcist	$12,000,000	$204,868,002	$402,735,134
2454	7/9/1999	American Pie	$12,000,000	$101,800,948	$234,723,148
2455	4/20/2012	Think Like a Man	$12,000,000	$91,547,205	$96,155,124
2456	6/4/1982	Star Trek II: The Wrath of Khan	$12,000,000	$79,912,963	$96,800,000
2457	12/12/1986	The Golden Child	$12,000,000	$79,817,937	$79,817,937
2458	9/13/2002	Barbershop	$12,000,000	$75,781,642	$77,081,642
2459	6/3/1983	War Games	$12,000,000	$74,433,837	$74,433,837
2460	2/4/1994	Ace Ventura: Pet Detective	$12,000,000	$72,217,396	$107,217,396
2461	2/24/2012	Act of Valor	$12,000,000	$70,012,847	$82,497,035
2462	2/8/1985	Witness	$12,000,000	$65,532,576	$65,532,576
2463	8/11/2006	Step Up	$12,000,000	$65,328,121	$110,989,157
2464	2/3/2012	Chronicle	$12,000,000	$64,575,175	$127,075,175
2465	12/20/1996	Beavis and Butt-head Do America	$12,000,000	$63,118,386	$63,118,386
2466	1/1/1970	Patton	$12,000,000	$62,500,000	$62,500,000
2467	3/2/2012	Project X	$12,000,000	$54,731,865	$96,731,865
2468	12/25/1997	Jackie Brown	$12,000,000	$39,673,162	$74,727,492
2469	11/18/1983	Yentl	$12,000,000	$39,012,241	$39,012,241
2470	4/25/2008	Harold & Kumar Escape from Guantanamo Bay	$12,000,000	$38,108,728	$43,231,984
2471	11/6/1981	Time Bandits	$12,000,000	$37,400,000	$37,400,000
2472	2/15/2002	Crossroads	$12,000,000	$37,188,667	$57,000,000
2473	10/10/2008	Quarantine	$12,000,000	$31,691,811	$41,291,811
2474	8/21/2002	One Hour Photo	$12,000,000	$31,597,131	$52,223,306
2475	2/1/2008	The Eye	$12,000,000	$31,418,697	$56,918,697
2476	4/7/2004	Johnson Family Vacation	$12,000,000	$31,203,964	$31,462,753
2477	12/21/2001	How High	$12,000,000	$31,155,435	$31,260,435
2478	10/7/1960	Spartacus	$12,000,000	$30,000,000	$60,000,000
2479	9/1/2006	Crank	$12,000,000	$27,838,408	$43,924,923
2480	12/11/1992	The Muppet Christmas Carol	$12,000,000	$27,281,507	$27,281,507
2481	10/25/2002	Frida	$12,000,000	$25,885,000	$55,710,675
2482	7/5/2012	Katy Perry: Part of Me 3D	$12,000,000	$25,326,071	$30,226,071
2483	11/24/2010	Faster	$12,000,000	$23,240,020	$35,658,648
2484	9/11/1998	Rounders	$12,000,000	$22,921,898	$22,921,898
2485	4/28/1967	Casino Royale	$12,000,000	$22,744,718	$41,744,718
2486	6/15/1979	Prophecy	$12,000,000	$22,673,340	$22,673,340
2487	9/10/1999	A Stir of Echoes	$12,000,000	$21,133,087	$21,133,087
2488	1/13/1995	Tales from the Crypt: Demon Knight	$12,000,000	$21,089,146	$21,089,146
2489	1/1/1978	The Boys from Brazil	$12,000,000	$19,000,000	$19,000,000
2490	3/11/2005	The Upside of Anger	$12,000,000	$18,761,993	$27,361,993
2491	3/3/2006	Aquamarine	$12,000,000	$18,597,342	$22,978,953
2492	1/9/2004	My Baby's Daddy	$12,000,000	$17,321,573	$17,322,212
2493	10/5/2001	Max Keeble's Big Move	$12,000,000	$17,292,381	$17,292,381
2494	12/9/2011	Young Adult	$12,000,000	$16,311,571	$22,750,356
2495	11/1/2013	About Time	$12,000,000	$15,323,921	$85,953,867
2496	11/15/2013	Nebraska	$12,000,000	$14,240,068	$14,240,068
2497	8/6/1997	Def Jam's How To Be a Player	$12,000,000	$14,010,363	$14,010,363
2498	10/30/1998	Living Out Loud	$12,000,000	$12,905,901	$12,905,901
2499	10/3/2008	Rachel Getting Married	$12,000,000	$12,796,861	$13,326,864
2500	3/20/1981	The Postman Always Rings Twice	$12,000,000	$12,200,000	$44,200,000
2501	12/12/2003	Girl with a Pearl Earring	$12,000,000	$11,634,362	$43,281,552
2502	2/10/1982	Das Boot	$12,000,000	$11,487,676	$84,970,337
2503	12/3/2004	House of Flying Daggers	$12,000,000	$11,050,094	$92,863,945
2504	3/22/2002	Sorority Boys	$12,000,000	$10,198,766	$12,516,222
2505	12/5/2008	Cadillac Records	$12,000,000	$8,138,000	$8,138,000
2506	10/24/1960	The Alamo	$12,000,000	$7,900,000	$7,900,000
2507	5/12/2000	Screwed	$12,000,000	$6,982,680	$6,982,680
2508	10/20/2006	Running With Scissors	$12,000,000	$6,860,000	$8,706,701
2509	9/3/1993	Fortress	$12,000,000	$6,730,578	$46,730,578
2510	11/17/2006	For Your Consideration	$12,000,000	$5,549,923	$5,549,923
2511	11/20/1998	Celebrity	$12,000,000	$5,078,660	$6,200,000
2512	6/20/2003	From Justin to Kelly	$12,000,000	$4,922,166	$4,922,166
2513	6/6/1986	Invaders from Mars	$12,000,000	$4,884,663	$4,984,663
2514	3/22/1996	Girl 6	$12,000,000	$4,880,941	$4,880,941
2515	10/22/2003	In the Cut	$12,000,000	$4,717,455	$23,693,646
2516	2/22/2008	Charlie Bartlett	$12,000,000	$3,950,294	$5,295,909
2517	2/13/2009	Two Lovers	$12,000,000	$3,149,034	$16,349,034
2518	2/15/2002	Last Orders	$12,000,000	$2,326,407	$2,326,407
2519	3/9/2007	Gwoemul	$12,000,000	$2,201,923	$92,618,117
2520	11/13/1981	The Pursuit of D.B. Cooper	$12,000,000	$2,104,164	$2,104,164
2521	3/19/1999	Ravenous	$12,000,000	$2,062,406	$2,062,406
2522	6/14/2002	The Dangerous Lives of Altar Boys	$12,000,000	$1,779,284	$1,779,284
2523	3/7/2008	Married Life	$12,000,000	$1,506,998	$1,506,998
2524	8/5/2005	2046	$12,000,000	$1,442,338	$19,202,856
2525	9/30/2005	Duma	$12,000,000	$870,067	$994,790
2526	6/4/2010	Ondine	$12,000,000	$550,472	$550,472
2527	7/20/2001	Brother	$12,000,000	$450,594	$450,594
2528	10/4/2002	Welcome to Collinwood	$12,000,000	$378,650	$378,650
2529	4/18/2008	Life Before Her Eyes	$12,000,000	$303,439	$7,203,439
2530	10/31/1997	Critical Care	$12,000,000	$220,175	$220,175
2531	1/6/2006	Fateless	$12,000,000	$196,857	$196,857
2532	9/3/2010	San qiang pai an jing qi	$12,000,000	$190,946	$310,946
2533	9/17/1999	Breakfast of Champions	$12,000,000	$178,287	$178,287
2534	3/9/2001	Company Man	$12,000,000	$146,028	$622,273
2535	5/11/2011	Nanjing! Nanjing!	$12,000,000	$122,558	$20,122,558
2536	8/19/2011	5 Days of War	$12,000,000	$17,479	$17,479
2537	12/31/2011	Tu Xia Chuan Qi	$12,000,000	$0	$1,828,400
2538	10/19/2013	Supesu Batorushippu Yamato	$12,000,000	$0	$0
2539	12/10/1999	Diamonds	$11,900,000	$81,897	$81,897
2540	3/20/1998	Madadayo	$11,900,000	$48,856	$48,856
2541	4/21/1989	Pet Sematary	$11,500,000	$57,469,179	$57,469,179
2542	11/27/2009	The Cry of the Owl	$11,500,000	$0	$0
2543	10/9/2009	St. Trinian's	$11,400,000	$15,000	$22,446,568
2544	5/25/1977	Star Wars Ep. IV: A New Hope	$11,000,000	$460,998,007	$797,900,000
2545	6/8/1984	Gremlins	$11,000,000	$148,168,459	$148,168,459
2546	12/22/1965	Doctor Zhivago	$11,000,000	$111,721,000	$111,721,000
2547	12/10/2010	The Fighter	$11,000,000	$93,617,009	$129,262,388
2548	10/24/2008	High School Musical 3: Senior Year	$11,000,000	$90,559,416	$274,392,880
2549	9/22/2006	Jackass: Number Two	$11,000,000	$72,778,712	$85,278,712
2550	3/13/1992	My Cousin Vinny	$11,000,000	$52,929,168	$52,929,168
2551	4/7/1989	Major League	$11,000,000	$49,793,054	$49,793,054
2552	4/4/2003	Phone Booth	$11,000,000	$46,566,212	$97,837,138
2553	1/25/2002	A Walk to Remembera	$11,000,000	$41,227,069	$46,060,915
2554	12/29/1995	Dead Man Walking	$11,000,000	$39,387,284	$83,088,295
2555	3/5/1999	Cruel Intentions	$11,000,000	$38,230,075	$75,803,716
2556	10/17/2008	The Secret Life of Bees	$11,000,000	$37,770,162	$39,984,023
2557	6/12/1981	History of the World: Part I	$11,000,000	$31,672,000	$31,672,000
2558	10/23/2009	Saw VI	$11,000,000	$27,693,292	$69,752,402
2559	10/12/2001	Corky Romano	$11,000,000	$23,978,402	$23,978,402
2560	8/7/1992	Raising Cain	$11,000,000	$21,171,695	$21,171,695
2561	4/13/1978	F.I.S.T	$11,000,000	$20,388,920	$20,388,920
2562	1/1/1975	Barry Lyndon	$11,000,000	$20,000,000	$20,000,000
2563	11/21/2001	Out Cold	$11,000,000	$13,906,394	$14,786,394
2564	10/13/2000	The Ladies Man	$11,000,000	$13,592,872	$13,719,474
2565	3/30/2001	Tomcats	$11,000,000	$13,558,739	$13,558,739
2566	4/12/2002	Frailty	$11,000,000	$13,110,448	$19,947,280
2567	2/19/1993	Army of Darkness	$11,000,000	$11,502,976	$21,502,976
2568	11/12/2004	Kinsey	$11,000,000	$10,214,647	$13,000,959
2587	12/25/1993	What's Eating Gilbert Grape	$11,000,000	$9,170,214	$9,170,214
2570	2/1/2002	Slackers	$11,000,000	$4,814,244	$4,814,244
2571	9/26/2003	The Gospel of John	$11,000,000	$4,068,087	$4,246,765
2572	1/31/2003	The Guru	$11,000,000	$3,051,221	$23,788,368
2573	12/14/1995	Othello	$11,000,000	$2,844,379	$2,844,379
2574	5/12/1995	The Perez Family	$11,000,000	$2,794,056	$2,794,056
2575	1/1/1970	The Molly Maguires	$11,000,000	$2,200,000	$2,200,000
2576	1/1/1991	Return to the Blue Lagoon	$11,000,000	$2,000,000	$2,000,000
2577	9/7/2007	Romance and Cigarettes	$11,000,000	$551,002	$3,231,251
2578	11/10/2006	Copying Beethoven	$11,000,000	$355,968	$355,968
2579	8/26/2011	Brighton Rock	$11,000,000	$229,653	$229,653
2580	5/4/2012	LOL	$11,000,000	$0	$10,431,506
2581	10/24/2008	Saw V	$10,800,000	$56,746,769	$118,209,778
2582	4/27/2007	Jindabyne	$10,800,000	$399,879	$2,862,544
2583	8/11/2006	Kabhi Alvida Naa Kehna	$10,750,000	$3,275,443	$32,575,443
2584	6/4/1982	Poltergeist	$10,700,000	$74,706,019	$121,706,019
2585	6/18/1999	An Ideal Husband	$10,700,000	$18,542,974	$31,341,183
2586	12/25/2004	Darkness	$10,600,000	$22,163,442	$34,409,206
2587	6/11/1982	ET: The Extra-Terrestrial	$10,500,000	$435,110,554	$792,965,326
2588	4/2/1968	2001: A Space Odyssey	$10,500,000	$56,700,000	$68,700,000
2589	4/20/2007	In the Land of Women	$10,500,000	$11,052,958	$14,140,402
2590	12/31/1994	There Goes My Baby	$10,500,000	$125,169	$125,169
2591	2/20/2004	The Blue Butterfly	$10,400,000	$1,610,194	$1,610,194
2592	11/2/2001	Le Fabuleux destin d'Am̩lie Poulain	$10,350,000	$33,201,661	$174,201,661
2593	4/30/2010	Housefull	$10,100,000	$1,183,658	$18,726,300
2594	8/24/2007	September Dawn	$10,100,000	$1,066,555	$1,066,555
2595	12/5/1997	Good Will Hunting	$10,000,000	$138,433,435	$225,933,435
2596	10/22/2004	The Grudge	$10,000,000	$110,359,362	$187,281,115
2597	6/26/1981	Stripes	$10,000,000	$85,300,000	$85,300,000
2598	10/27/2006	Saw III	$10,000,000	$80,238,724	$163,876,815
2599	8/25/2000	Bring it On	$10,000,000	$68,353,550	$90,453,550
2600	1/29/1999	She's All That	$10,000,000	$63,465,522	$63,465,522
2601	10/26/2007	Saw IV	$10,000,000	$63,300,095	$135,759,694
2602	2/24/2006	Madea's Family Reunion	$10,000,000	$63,257,940	$63,308,879
2603	1/7/2005	White Noise	$10,000,000	$56,094,360	$92,094,360
2604	10/17/1986	The Color of Money	$10,000,000	$52,293,000	$52,293,000
2605	10/2/1992	The Mighty Ducks	$10,000,000	$50,752,337	$50,752,337
2606	11/6/2009	Precious (Based on the Novel Push by Sapphire)	$10,000,000	$47,566,524	$68,722,848
2607	5/4/2012	The Best Exotic Marigold Hotel	$10,000,000	$46,383,639	$134,729,347
2608	2/17/1989	Bill & Ted's Excellent Adventure	$10,000,000	$40,485,039	$40,485,039
2609	10/4/1962	The Longest Day	$10,000,000	$39,100,000	$50,100,000
2610	2/16/1996	Happy Gilmore	$10,000,000	$38,623,460	$41,004,412
2611	8/31/2001	Jeepers Creepers	$10,000,000	$37,904,175	$58,939,035
2612	12/11/1968	Oliver!	$10,000,000	$37,402,877	$37,402,877
2613	2/16/2001	Recess: School's Out	$10,000,000	$36,696,761	$44,451,470
2614	7/10/1985	Mad Max Beyond Thunderdome	$10,000,000	$36,230,219	$36,230,219
2615	11/3/1977	Pete's Dragon	$10,000,000	$36,000,000	$36,000,000
2616	10/4/1985	Commando	$10,000,000	$35,073,978	$35,073,978
2617	9/17/2010	Devil	$10,000,000	$33,679,655	$63,354,114
2618	11/22/2002	Friday After Next	$10,000,000	$33,253,609	$33,526,835
2619	3/6/1992	The Lawnmower Man	$10,000,000	$32,100,816	$32,100,816
2620	10/3/2008	Nick and Norah's Infinite Playlist	$10,000,000	$31,487,293	$33,544,594
2621	11/12/1999	Dogma	$10,000,000	$30,651,422	$43,948,865
2622	9/20/2002	The Banger Sisters	$10,000,000	$30,306,281	$38,067,218
2623	12/8/2000	Snatch	$10,000,000	$30,093,107	$83,593,107
2624	5/19/1989	Road House	$10,000,000	$30,050,028	$30,050,028
2625	6/24/1983	Twilight Zone: The Movie	$10,000,000	$29,500,000	$29,500,000
2626	11/23/1994	A Low Down Dirty Shame	$10,000,000	$29,317,886	$29,317,886
2627	8/30/2013	One Direction: This is Us	$10,000,000	$28,873,374	$68,541,786
2628	9/6/2002	Swimfan	$10,000,000	$28,564,995	$34,364,995
2629	10/6/2006	Employee of the Month	$10,000,000	$28,444,855	$38,364,855
2630	11/6/2009	The Fourth Kind	$10,000,000	$26,218,170	$49,486,874
2631	3/25/1983	The Outsiders	$10,000,000	$25,697,647	$25,697,647
2632	6/12/1998	Can't Hardly Wait	$10,000,000	$25,358,996	$25,358,996
2633	8/17/2012	Sparkle	$10,000,000	$24,397,469	$24,660,323
2634	11/12/2010	Skyline	$10,000,000	$21,416,355	$78,693,371
2635	10/21/1983	The Dead Zone	$10,000,000	$20,766,000	$20,766,000
2636	2/2/2001	Valentine	$10,000,000	$20,384,136	$20,384,136
2637	2/23/2007	Reno 911!: Miami	$10,000,000	$20,342,161	$21,851,362
2638	7/24/1998	Jane Austen's Mafia	$10,000,000	$19,843,795	$30,143,795
2639	2/25/1994	Sugar Hill	$10,000,000	$18,272,447	$18,272,447
2640	6/20/2008	Kit Kittredge: An American Girl	$10,000,000	$17,657,973	$17,657,973
2641	9/23/2005	Roll Bounce	$10,000,000	$17,380,866	$17,500,866
2642	12/11/1998	Rushmore	$10,000,000	$17,105,219	$19,080,435
2643	1/19/1990	Tremors	$10,000,000	$16,667,084	$16,667,084
2644	6/17/2005	The Perfect Man	$10,000,000	$16,535,005	$19,535,005
2645	8/3/1990	Mo' Better Blues	$10,000,000	$16,153,000	$16,153,000
2646	1/25/2002	Kung Pow: Enter the Fist	$10,000,000	$16,033,556	$17,033,556
2647	5/30/2003	Wrong Turn	$10,000,000	$15,417,771	$28,649,556
2648	5/16/1980	The Long Riders	$10,000,000	$15,198,912	$15,198,912
2649	3/12/1999	The Corruptor	$10,000,000	$15,164,492	$15,164,492
2650	8/14/2009	The Goods: Live Hard, Sell Hard	$10,000,000	$15,122,676	$15,297,318
2651	6/28/2002	Hey Arnold! The Movie	$10,000,000	$13,684,949	$13,684,949
2652	12/30/2005	The Matador	$10,000,000	$12,589,255	$17,300,838
2653	3/14/1997	Love Jones	$10,000,000	$12,554,569	$12,554,569
2654	12/19/2000	The Gift	$10,000,000	$12,008,642	$44,567,606
2655	1/20/2006	End of the Spear	$10,000,000	$11,748,661	$11,924,041
2656	3/9/2001	Get Over It	$10,000,000	$11,560,259	$19,860,259
2657	2/19/1999	Office Space	$10,000,000	$10,827,813	$12,827,813
2658	7/23/1999	Drop Dead Gorgeous	$10,000,000	$10,571,408	$10,571,408
2659	6/11/1999	Le Violon rouge	$10,000,000	$10,019,109	$10,019,109
2660	11/25/1998	Very Bad Things	$10,000,000	$9,949,470	$21,094,974
2661	7/9/2004	Sleepover	$10,000,000	$9,408,183	$9,408,183
2662	1/25/2013	Movie 43	$10,000,000	$8,840,453	$22,855,518
2663	10/26/1984	Body Double	$10,000,000	$8,801,940	$8,801,940
2664	7/18/2003	Dirty Pretty Things	$10,000,000	$8,112,414	$14,156,753
2665	2/1/2008	Over Her Dead Body	$10,000,000	$7,570,127	$20,717,656
2666	10/24/2001	Bones	$10,000,000	$7,316,658	$8,378,853
2667	12/1/2006	Turistas	$10,000,000	$7,027,762	$14,321,070
2668	10/30/1998	American History X	$10,000,000	$6,719,864	$6,719,864
2669	1/16/2004	Teacher's Pet: The Movie	$10,000,000	$6,491,969	$6,491,969
2670	10/15/1999	The Straight Story	$10,000,000	$6,197,866	$6,197,866
2671	5/3/2002	Deuces Wild	$10,000,000	$6,044,618	$6,244,618
2672	3/22/2008	Run, Fatboy, Run	$10,000,000	$6,003,262	$36,743,410
2673	12/18/1981	Heartbeeps	$10,000,000	$6,000,000	$6,000,000
2674	7/4/2007	Rescue Dawn	$10,000,000	$5,490,423	$7,037,886
2675	4/5/2000	Black and White	$10,000,000	$5,241,315	$5,241,315
2676	6/18/2010	I am Love	$10,000,000	$5,005,465	$15,132,211
2677	10/26/2001	On the Line	$10,000,000	$4,365,455	$4,690,802
2678	10/4/1996	Crash	$10,000,000	$3,357,324	$3,357,324
2679	2/4/1994	Romeo Is Bleeding	$10,000,000	$3,275,585	$3,275,585
2680	10/8/1999	The Limey	$10,000,000	$3,193,102	$6,030,047
2681	12/22/2000	The House of Mirth	$10,000,000	$3,041,803	$5,141,803
2682	10/6/2000	Bamboozled	$10,000,000	$2,185,266	$2,373,937
2683	2/11/1981	Sphinx	$10,000,000	$2,000,000	$11,400,000
2684	6/24/2011	A Better Life	$10,000,000	$1,759,252	$1,766,372
2685	2/28/2003	Spider	$10,000,000	$1,641,788	$1,641,788
2686	2/4/2000	Gun Shy	$10,000,000	$1,638,202	$1,638,202
2687	12/27/2002	Nicholas Nickleby	$10,000,000	$1,562,800	$1,562,800
2688	4/16/2010	The Joneses	$10,000,000	$1,475,746	$3,541,565
2689	6/23/2006	Krrish	$10,000,000	$1,430,721	$32,430,721
2690	8/11/2000	Cecil B. Demented	$10,000,000	$1,276,984	$1,953,882
2691	5/2/2003	Owning Mahowny	$10,000,000	$1,011,054	$1,011,054
2692	9/7/2007	The Brothers Solomon	$10,000,000	$900,926	$900,926
2693	8/6/1999	Illuminata	$10,000,000	$836,641	$836,641
2694	12/2/2011	Coriolanus	$10,000,000	$749,641	$1,049,641
2695	10/11/2002	Swept Away	$10,000,000	$598,645	$598,645
2696	5/23/2008	War, Inc.	$10,000,000	$580,862	$1,296,184
2697	4/2/2004	Shaolin Soccer	$10,000,000	$488,872	$42,776,032
2698	8/27/2004	The Brown Bunny	$10,000,000	$366,301	$630,427
2699	12/25/1998	The Swindle	$10,000,000	$245,359	$5,045,359
2700	8/14/1998	La femme de chambre du Titanic	$10,000,000	$244,465	$244,465
2701	12/17/2004	Imaginary Heroes	$10,000,000	$228,524	$290,875
2702	10/26/2001	High Heels and Low Lifes	$10,000,000	$226,792	$226,792
2703	8/21/2009	World's Greatest Dad	$10,000,000	$221,805	$295,750
2704	10/29/2010	Welcome to the Rileys	$10,000,000	$152,857	$312,857
2705	10/9/2009	Free Style	$10,000,000	$141,108	$721,108
2706	5/18/2007	Severance	$10,000,000	$137,221	$5,950,002
2707	7/14/2006	Edmond	$10,000,000	$131,719	$241,719
2708	4/23/2010	Joheunnom nabbeunnom isanghannom	$10,000,000	$128,486	$42,226,657
2709	8/26/1994	Police Academy 7: Mission to Moscow	$10,000,000	$126,247	$126,247
2710	2/19/2010	Blood Done Sign My Name	$10,000,000	$109,383	$109,383
2711	2/19/2010	The Good Guy	$10,000,000	$100,688	$100,688
2712	10/23/2009	Motherhood	$10,000,000	$93,388	$723,388
2713	10/15/2004	Eulogy	$10,000,000	$70,527	$70,527
2714	2/27/1998	An Alan Smithee Film: Burn Hollywood Burn	$10,000,000	$45,779	$45,779
2715	8/28/2009	The Open Road	$10,000,000	$19,716	$19,716
2716	10/16/2009	Janky Promoters	$10,000,000	$9,069	$9,069
2717	8/6/2010	The Oxford Murders	$10,000,000	$4,803	$19,510,009
2718	12/31/2010	The Reef	$10,000,000	$0	$15,037,867
2719	1/8/2008	White Noise 2: The Light	$10,000,000	$0	$8,243,567
2720	8/21/2009	Fifty Dead Men Walking	$10,000,000	$0	$897,698
2721	9/22/2009	Adam Resurrected	$10,000,000	$0	$90,909
2722	4/13/2012	Detention	$10,000,000	$0	$0
2723	2/2/2007	Partition	$10,000,000	$0	$0
2724	4/30/2010	Gunless	$9,900,000	$458,054	$458,054
2725	4/3/2009	Adventureland	$9,800,000	$16,044,025	$17,144,025
2726	12/19/2012	Amour	$9,700,000	$6,738,954	$25,915,719
2727	4/28/2006	The Lost City	$9,600,000	$2,484,186	$3,650,302
2728	1/12/2000	Next Friday	$9,500,000	$57,176,582	$59,675,307
2729	6/13/1967	You Only Live Twice	$9,500,000	$43,100,000	$111,600,000
2730	6/10/1988	Poltergeist III	$9,500,000	$14,114,000	$14,114,000
2731	3/19/2010	The Runaways	$9,500,000	$3,573,673	$5,279,755
2732	10/30/2009	Gentlemen Broncos	$9,500,000	$113,682	$118,482
2733	11/7/1963	It's a Mad Mad Mad Mad World	$9,400,000	$46,300,000	$60,000,000
2734	11/3/2006	Volver	$9,400,000	$12,899,867	$85,599,867
2735	11/11/2011	Melancholia	$9,400,000	$3,030,848	$18,044,073
2736	8/7/1981	Heavy Metal	$9,300,000	$19,571,091	$19,571,091
2737	12/29/1995	Richard III	$9,200,000	$2,684,904	$4,204,857
2738	12/31/2011	Red Dog	$9,100,000	$0	$20,927,794
2739	5/25/1979	Alien	$9,000,000	$80,930,630	$203,630,630
2740	10/17/2003	The Texas Chainsaw Massacre	$9,000,000	$80,571,655	$107,071,655
2741	1/1/1971	Fiddler on the Roof	$9,000,000	$80,500,000	$80,500,000
2742	12/29/1965	Thunderball	$9,000,000	$63,600,000	$141,200,000
2743	5/30/2008	The Strangers	$9,000,000	$52,597,610	$80,597,610
2744	11/6/1996	Set It Off	$9,000,000	$36,049,108	$36,049,108
2745	10/22/1999	The Best Man	$9,000,000	$34,102,780	$34,572,780
2746	11/9/1988	Child's Play	$9,000,000	$33,244,684	$44,196,684
2747	6/22/2007	Sicko	$9,000,000	$24,538,513	$33,538,513
2748	1/21/2000	Down to You	$9,000,000	$20,035,310	$20,035,310
2749	7/30/2004	Harold & Kumar Go to White Castle	$9,000,000	$18,225,165	$18,225,165
2750	10/13/2000	The Contender	$9,000,000	$17,804,273	$17,804,273
2751	2/18/2000	Boiler Room	$9,000,000	$16,963,963	$28,773,637td
2752	12/25/2006	Black Christmas	$9,000,000	$16,235,738	$16,235,738
2753	3/16/1984	The Ice Pirates	$9,000,000	$13,075,390	$13,075,390
2754	5/14/2004	Breakin' All the Rules	$9,000,000	$12,232,382	$12,512,317
2755	8/10/2011	Glee: The 3D Concert Movie	$9,000,000	$11,862,398	$17,462,398
2756	11/8/1989	Henry V	$9,000,000	$10,161,099	$10,161,099
2757	11/28/2007	The Savages	$9,000,000	$6,623,082	$10,642,023
2758	4/16/2003	Chasing Papi	$9,000,000	$6,126,237	$12,657,377
2759	9/8/2000	The Way of the Gun	$9,000,000	$6,047,856	$13,061,935
2760	8/22/2008	Hamlet 2	$9,000,000	$4,886,216	$4,898,285
2761	9/13/2002	Igby Goes Down	$9,000,000	$4,777,465	$4,777,465
2762	4/29/1994	PCU	$9,000,000	$4,333,569	$4,333,569
2763	3/9/2007	The Ultimate Gift	$9,000,000	$3,438,735	$3,438,735
2764	9/29/2000	Beautiful	$9,000,000	$3,134,509	$3,134,509
2765	6/1/2007	Gracie	$9,000,000	$2,956,339	$3,922,043
2766	8/18/2006	Trust the Man	$9,000,000	$1,530,535	$2,548,378
2767	8/26/2005	Undiscovered	$9,000,000	$1,069,318	$1,069,318
2768	11/6/1998	Velvet Goldmine	$9,000,000	$1,053,788	$4,861,972
2769	5/14/2010	Princess Kaiulani	$9,000,000	$883,887	$883,887
2770	6/20/2003	The Legend of Suriyothai	$9,000,000	$454,255	$454,255
2771	10/25/1991	Due occhi diabolici	$9,000,000	$349,618	$349,618
2772	1/22/2010	La fille du RER	$9,000,000	$208,163	$208,163
2773	10/25/2002	All or Nothing	$9,000,000	$184,255	$184,255
2774	2/5/2010	The Red Riding Trilogy: 1974	$9,000,000	$148,826	$148,826
2775	7/31/2009	Flammen og Citronen	$9,000,000	$148,089	$1,635,241
2776	4/2/2010	Leaves of Grass	$9,000,000	$70,066	$70,066
2777	11/22/2006	Opal Dreams	$9,000,000	$14,443	$14,443
2778	12/31/2010	Beneath Hill 60	$9,000,000	$0	$3,440,939
2779	12/31/2009	Veronika Decides to Die	$9,000,000	$0	$0
