Movie,budget,dom_gross,year,month,day,RT_title,RT_aud_score,RT_crit_score,RT_runtime,RT_cast1,RT_cast2,RT_cast3,imdb_id,Metascore,Language,Director,Genre,imdbRating,imdbVotes,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
Pirates of the Caribbean: On Stranger Tides,250000000,241063875,2011,5,20,Pirates of the Caribbean: On Stranger Tides,55.0,33.0,137.0,Johnny Depp,Penelope Cruz,Geoffrey Rush,tt1298650,45.0,"English, Spanish",Rob Marshall,"Action, Adventure, Fantasy",6.7,254473.0,1,0,0,4
Superman Returns,232000000,200120000,2006,6,28,Superman Returns,62.0,76.0,154.0,Brandon Routh,Kate Bosworth,James Marsden,tt0348150,72.0,"English, German, French",Bryan Singer,"Action, Adventure, Fantasy",6.2,204129.0,1,0,0,2
Quantum of Solace,230000000,169368427,2008,11,14,Quantum of Solace,59.0,64.0,105.0,Daniel Craig,Olga Kurylenko,Mathieu Amalric,tt0830515,58.0,"English, Spanish, Italian, French, Swiss German, German",Marc Forster,"Action, Adventure, Crime",6.7,237255.0,1,0,0,4
Marvel's The Avengers,225000000,623279547,2012,5,4,Marvel's The Avengers,91.0,92.0,142.0,Robert Downey Jr.,Chris Evans,Mark Ruffalo,tt0848228,69.0,"English, Russian",Joss Whedon,"Action, Fantasy",8.2,618414.0,1,0,0,4
Pirates of the Caribbean: Dead Man's Chest,225000000,423315812,2006,7,7,Pirates of the Caribbean: Dead Man's Chest,72.0,54.0,151.0,Johnny Depp,Orlando Bloom,Keira Knightley,tt0383574,53.0,"English, Turkish, Greek, Mandarin",Gore Verbinski,"Action, Adventure, Fantasy",7.3,376068.0,1,0,0,4
Man of Steel,225000000,291045518,2013,6,14,Man of Steel,76.0,56.0,143.0,Henry Cavill,Amy Adams,Michael Shannon,tt0770828,55.0,English,Zack Snyder,"Action, Adventure, Fantasy",7.4,349748.0,1,0,0,4
The Chronicles of Narnia: Prince Caspian,225000000,141621490,2008,5,16,The Chronicles of Narnia: Prince Caspian,73.0,67.0,144.0,Georgie Henley,Skandar Keynes,William Moseley,tt0499448,62.0,English,Andrew Adamson,"Action, Adventure, Family",6.6,108776.0,1,0,0,4
47 Ronin,225000000,38362475,2013,12,25,47 Ronin,55.0,12.0,127.0,Keanu Reeves,Hiroyuki Sanada,Kou Shibasaki,tt1335975,29.0,"English, Japanese",Carl Rinsch,"Action, Adventure, Fantasy",6.6,21500.0,1,0,1,2
The Amazing Spider-Man,220000000,262030663,2012,7,3,The Amazing Spider-Man,77.0,73.0,136.0,Andrew Garfield,Emma Stone,Rhys Ifans,tt0948470,66.0,English,Marc Webb,"Action, Adventure, Fantasy",7.2,289117.0,1,0,1,1
Men in Black 3,215000000,179020854,2012,5,25,Men in Black III,71.0,70.0,105.0,Will Smith,Tommy Lee Jones,Josh Brolin,tt1409024,58.0,English,Barry Sonnenfeld,"Action, Comedy, Sci-Fi",6.9,186234.0,1,0,0,4
Transformers: Revenge of the Fallen,210000000,402111870,2009,6,24,Transformers: Revenge of the Fallen,58.0,20.0,149.0,Shia LaBeouf,Megan Fox,Josh Duhamel,tt1055369,35.0,"English, Spanish",Michael Bay,"Action, Adventure, Sci-Fi",6.0,235944.0,1,0,0,2
X-Men: The Last Stand,210000000,234362462,2006,5,26,X-Men: The Last Stand,63.0,57.0,87.0,Hugh Jackman,Halle Berry,Ian McKellen,tt0376994,58.0,English,Brett Ratner,"Action, Adventure, Sci-Fi",6.8,258720.0,1,0,0,4
Robin Hood,210000000,105487148,2010,5,14,Robin Hood,58.0,43.0,148.0,Russell Crowe,Cate Blanchett,Max von Sydow,tt0955308,53.0,"English, French",Ridley Scott,"Action, Adventure, Drama",6.7,164698.0,1,0,0,4
Battleship,209000000,65235400,2012,5,18,Battleship,55.0,34.0,131.0,Taylor Kitsch,Alexander Skarsgard,Rihanna,tt1440129,41.0,English,Peter Berg,"Action, Adventure, Sci-Fi",5.9,154011.0,1,0,0,4
King Kong,207000000,218080025,2005,12,14,King Kong,49.0,84.0,187.0,Naomi Watts,Jack Black,Adrien Brody,tt0360717,81.0,English,Peter Jackson,"Action, Adventure, Drama",7.3,251012.0,1,0,0,2
The Golden Compass,205000000,70107728,2007,12,1,The Golden Compass,51.0,42.0,113.0,Nicole Kidman,Dakota Blue Richards,Daniel Craig,tt0385752,51.0,"English, Icelandic, Russian, French",Chris Weitz,"Adventure, Family, Fantasy",6.1,121478.0,1,0,0,5
Toy Story 3,200000000,415004880,2010,6,18,Toy Story 3,89.0,99.0,103.0,Tom Hanks,Tim Allen,Joan Cusack,tt0435761,92.0,"English, Spanish",Lee Unkrich,"Animation, Adventure, Comedy",8.5,347506.0,1,0,0,4
Iron Man 3,200000000,408992272,2013,5,3,Iron Man 3,79.0,78.0,109.0,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,tt1300854,62.0,English,Shane Black,"Action, Adventure, Fantasy",7.4,341614.0,1,0,0,4
Spider-Man 2,200000000,373524485,2004,6,30,Spider-Man 2,81.0,94.0,127.0,Tobey Maguire,Kirsten Dunst,James Franco,tt0316654,83.0,"English, Russian, Chinese",Sam Raimi,"Action, Adventure, Fantasy",7.4,269352.0,1,0,0,2
Alice in Wonderland,200000000,334191110,2010,3,5,Alice in Wonderland,55.0,51.0,109.0,Mia Wasikowska,Johnny Depp,Anne Hathaway,tt1014759,53.0,English,Tim Burton,"Adventure, Family, Fantasy",6.5,224364.0,1,0,0,4
Skyfall,200000000,304360277,2012,11,8,Skyfall,86.0,92.0,145.0,Daniel Craig,Judi Dench,Javier Bardem,tt1074638,81.0,English,Sam Mendes,"Action, Adventure, Thriller",7.8,370288.0,1,0,0,3
Oz the Great and Powerful,200000000,234770996,2013,3,8,Oz the Great and Powerful,57.0,59.0,127.0,James Franco,Mila Kunis,Rachel Weisz,tt1623205,44.0,English,Sam Raimi,"Adventure, Family, Fantasy",6.5,132834.0,1,0,0,4
Cars 2,200000000,191450875,2011,6,24,Cars 2,51.0,39.0,112.0,Owen Wilson,Larry The Cable Guy,John Turturro,tt1216475,57.0,"English, Japanese, Italian, French","John Lasseter, Brad Lewis","Animation, Adventure, Comedy",6.4,67180.0,1,0,1,4
Tron: Legacy,200000000,172062763,2010,12,17,Tron Legacy,64.0,51.0,125.0,Jeff Bridges,Garrett Hedlund,Olivia Wilde,tt1104001,49.0,English,Joseph Kosinski,"Action, Adventure, Sci-Fi",6.9,206335.0,1,0,0,4
2012,200000000,166112167,2009,11,13,2012,47.0,39.0,158.0,John Cusack,Amanda Peet,Chiwetel Ejiofor,tt1190080,49.0,"English, French, Tibetan, Mandarin, Russian, Hindi, Portuguese, Latin, Italian",Roland Emmerich,"Action, Adventure, Sci-Fi",5.8,208207.0,1,0,1,4
Terminator Salvation,200000000,125322469,2009,5,21,Terminator Salvation,55.0,33.0,115.0,Christian Bale,Sam Worthington,Anton Yelchin,tt0438488,52.0,"English, Italian",McG,"Action, Drama, Sci-Fi",6.7,217299.0,1,0,0,3
Green Lantern,200000000,116601172,2011,6,17,Green Lantern,46.0,26.0,113.0,Ryan Reynolds,Blake Lively,Peter Sarsgaard,tt1133985,39.0,English,Martin Campbell,"Action, Adventure, Sci-Fi",5.8,166848.0,1,0,0,4
Prince of Persia: Sands of Time,200000000,90759676,2010,5,28,Prince of Persia: The Sands of Time,58.0,36.0,116.0,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,tt0473075,50.0,English,Mike Newell,"Action, Adventure, Fantasy",6.6,164789.0,1,0,0,4
Transformers: Dark of the Moon,195000000,352390543,2011,6,29,Transformers: Dark of the Moon,56.0,36.0,154.0,Shia LaBeouf,Rosie Huntington-Whiteley,Josh Duhamel,tt1399103,42.0,English,Michael Bay,"Action, Adventure, Sci-Fi",6.4,235300.0,1,0,0,2
Jack the Giant Slayer,195000000,65187603,2013,3,1,Jack the Giant Slayer,56.0,52.0,114.0,Nicholas Hoult,Eleanor Tomlinson,Ewan McGregor,tt1351685,51.0,English,Bryan Singer,"Adventure, Fantasy",6.3,72344.0,1,0,0,4
Star Trek Into Darkness,190000000,228778661,2013,5,15,Star Trek Into Darkness,90.0,87.0,131.0,Chris Pine,Zachary Quinto,Zoe Saldana,tt1408101,72.0,"English, Klingon",J.J. Abrams,"Action, Adventure, Sci-Fi",7.9,264551.0,1,0,0,2
World War Z,190000000,202359711,2013,6,21,World War Z,73.0,67.0,115.0,Brad Pitt,Mireille Enos,Daniella Kertesz,tt0816711,63.0,"English, Spanish, Hebrew, Arabic",Marc Forster,"Action, Adventure, Horror",7.1,262786.0,1,0,0,4
The Great Gatsby,190000000,144840419,2013,5,10,The Great Gatsby,68.0,49.0,142.0,Leonardo DiCaprio,Tobey Maguire,Carey Mulligan,tt1343092,55.0,English,Baz Luhrmann,"Drama, Romance",7.4,213204.0,1,0,0,4
Disney's A Christmas Carol,190000000,137855863,2009,11,6,Disney's A Christmas Carol,58.0,54.0,96.0,Jim Carrey,Gary Oldman,Colin Firth,tt1067106,55.0,English,Robert Zemeckis,"Animation, Comedy, Drama",6.8,51090.0,1,0,0,4
Pacific Rim,190000000,101802906,2013,7,12,Pacific Rim,78.0,71.0,131.0,Charlie Hunnam,Diego Klattenhoff,Idris Elba,tt1663662,64.0,"English, Japanese, Cantonese, Mandarin",Guillermo del Toro,"Action, Adventure, Sci-Fi",7.2,216288.0,1,0,0,4
Iron Man,186000000,318604126,2008,5,2,Iron Man,91.0,93.0,126.0,Robert Downey Jr.,Terrence Howard,Jeff Bridges,tt0371746,79.0,"English, Persian, Urdu, Arabic",Jon Favreau,"Action, Adventure, Sci-Fi",7.9,461903.0,1,0,0,4
The Dark Knight,185000000,533345358,2008,7,18,The Dark Knight,94.0,94.0,152.0,Christian Bale,Heath Ledger,Aaron Eckhart,tt0468569,82.0,"English, Mandarin",Christopher Nolan,"Action, Crime, Drama",9.0,1133701.0,1,0,0,4
Indiana Jones and the Kingdom of the Crystal Skull,185000000,317023851,2008,5,22,Indiana Jones and the Kingdom of the Crystal Skull,54.0,78.0,122.0,Harrison Ford,Cate Blanchett,Karen Allen,tt0367882,65.0,"English, German, Russian",Steven Spielberg,"Action, Adventure",6.3,252457.0,1,0,1,3
Brave,185000000,237282182,2012,6,22,Brave,76.0,78.0,93.0,Kelly Macdonald,Emma Thompson,Billy Connolly,tt1217209,69.0,English,"Mark Andrews, Brenda Chapman, Steve Purcell","Animation, Action, Adventure",7.2,161238.0,1,0,0,4
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,291710957,2005,12,9,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",61.0,76.0,139.0,Georgie Henley,Skandar Keynes,William Moseley,tt0363771,75.0,"English, German",Andrew Adamson,"Adventure, Family, Fantasy",6.9,213767.0,1,0,0,4
WALL-E,180000000,223808164,2008,6,27,WALL-E,89.0,96.0,97.0,Ben Burtt,Elissa Knight,Jeff Garlin,tt0910970,94.0,English,Andrew Stanton,"Animation, Adventure, Family",8.5,468448.0,1,0,0,4
Rush Hour 3,180000000,140125968,2007,8,10,Rush Hour 3,63.0,18.0,90.0,Jackie Chan,Chris Tucker,Hiroyuki Sanada,tt0293564,44.0,"English, French, Japanese, Mandarin, Latin",Brett Ratner,"Action, Comedy, Crime",6.1,91166.0,1,0,0,4
Hugo,180000000,73864507,2011,11,23,Hugo,78.0,94.0,126.0,Ben Kingsley,Sacha Baron Cohen,Asa Butterfield,tt0970179,83.0,English,Martin Scorsese,"Adventure, Drama, Family",7.6,186970.0,1,0,1,2
Up,175000000,293004164,2009,5,29,Up,89.0,98.0,89.0,Edward Asner,Christopher Plummer,John Ratzenberger,tt1049413,88.0,English,"Pete Docter, Bob Peterson","Animation, Adventure, Drama",8.3,417543.0,1,0,0,4
Monsters vs. Aliens,175000000,198351526,2009,3,27,Monsters vs. Aliens,59.0,72.0,94.0,Reese Witherspoon,Hugh Laurie,Seth Rogen,tt0892782,56.0,English,"Rob Letterman, Conrad Vernon","Animation, Action, Adventure",6.6,83620.0,1,0,0,4
G.I. Joe: The Rise of Cobra,175000000,150201498,2009,8,7,G.I. Joe: The Rise of Cobra,50.0,35.0,118.0,Dennis Quaid,Channing Tatum,Adewale Akinnuoye-Agbaje,tt1046173,32.0,"English, French, Scottish Gaelic",Stephen Sommers,"Action, Adventure, Sci-Fi",5.8,139933.0,1,0,0,4
Wild Wild West,175000000,113805681,1999,6,30,Wild Wild West,28.0,20.0,107.0,Will Smith,Kevin Kline,Salma Hayek,tt0120891,38.0,English,Barry Sonnenfeld,"Action, Western, Comedy",4.7,107369.0,1,0,0,2
The Mummy: Tomb of the Dragon Emperor,175000000,102491776,2008,8,1,The Mummy: Tomb of the Dragon Emperor,30.0,13.0,112.0,Brendan Fraser,Jet Li,Maria Bello,tt0859163,31.0,"English, Mandarin, Sanskrit",Rob L. Cohen,"Action, Adventure, Fantasy",5.2,87732.0,1,0,0,4
Evan Almighty,175000000,100289690,2007,6,22,Evan Almighty,53.0,23.0,96.0,Steve Carell,Morgan Freeman,Lauren Graham,tt0413099,37.0,English,Tom Shadyac,"Comedy, Family, Fantasy",5.4,92873.0,1,0,0,4
Waterworld,175000000,88246220,1995,7,28,Waterworld,43.0,43.0,135.0,Kevin Costner,Dennis Hopper,Jeanne Tripplehorn,tt0114898,56.0,English,"Kevin Reynolds, Kevin Costner","Action, Adventure, Sci-Fi",6.0,111855.0,1,0,0,4
Iron Man 2,170000000,312433331,2010,5,7,Iron Man 2,73.0,73.0,124.0,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,tt1228705,57.0,"English, French, Russian","Jon Favreau, Kenneth Branagh","Action, Adventure, Sci-Fi",7.1,331935.0,1,0,0,4
Thor: The Dark World,170000000,204674790,2013,11,8,Thor: The Dark World,81.0,65.0,112.0,Chris Hemsworth,Natalie Portman,Tom Hiddleston,tt1981115,54.0,English,Alan Taylor,"Action, Adventure, Fantasy",7.4,170174.0,1,0,0,4
The Polar Express,170000000,194949659,2004,11,10,The Polar Express,63.0,56.0,100.0,Tom Hanks,Michael Jeter,Nona Gaye,tt0338348,61.0,English,Robert Zemeckis,"Animation, Adventure, Family",6.6,85420.0,1,0,1,2
Snow White and the Huntsman,170000000,155136755,2012,6,1,Snow White and the Huntsman,52.0,48.0,128.0,Kristen Stewart,Peter Ferdinando,Chris Hemsworth,tt1735898,57.0,English,Rupert Sanders,"Adventure, Drama, Fantasy",6.2,169370.0,1,0,0,4
Terminator 3: Rise of the Machines,170000000,150358296,2003,7,1,Terminator 3 - Rise of the Machines,47.0,70.0,109.0,Arnold Schwarzenegger,Nick Stahl,Claire Danes,tt0181852,66.0,English,Jonathan Mostow,"Action, Sci-Fi, Thriller",6.4,224427.0,0,1,0,1
Shrek Forever After,165000000,238736787,2010,5,21,Shrek Forever After,54.0,58.0,93.0,Mike Myers,Eddie Murphy,Cameron Diaz,tt0892791,58.0,English,Mike Mitchell,"Animation, Adventure, Comedy",6.4,97624.0,1,0,0,4
How to Train Your Dragon,165000000,217581231,2010,3,26,How to Train Your Dragon,91.0,98.0,98.0,Jay Baruchel,Gerard Butler,America Ferrera,tt0892769,74.0,English,"Dean DeBlois, Chris Sanders","Animation, Adventure, Comedy",8.2,277665.0,1,0,0,4
Wreck-It Ralph,165000000,189412677,2012,11,2,Wreck-it Ralph,86.0,86.0,92.0,John C. Reilly,Sarah Silverman,Jack McBrayer,tt1772341,72.0,English,Rich Moore,"Animation, Adventure, Comedy",7.8,163260.0,1,0,0,4
Cowboys and Aliens,163000000,100240551,2011,7,29,Cowboys & Aliens,44.0,44.0,119.0,Daniel Craig,Olivia Wilde,Harrison Ford,tt0409847,50.0,"English, Apache languages",Jon Favreau,"Action, Sci-Fi, Thriller",6.1,134915.0,1,0,0,4
Shrek the Third,160000000,322719944,2007,5,17,Shrek the Third,53.0,40.0,92.0,Mike Myers,Eddie Murphy,Cameron Diaz,tt0413267,58.0,English,"Chris Miller, Raman Hui","Animation, Adventure, Comedy",6.0,152131.0,1,0,0,3
Inception,160000000,292576195,2010,7,16,Inception,91.0,86.0,148.0,Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,tt1375666,74.0,"English, Japanese, French",Christopher Nolan,"Action, Adventure, Mystery",8.8,912048.0,1,0,0,4
Fast and Furious 6,160000000,238679850,2013,5,24,Fast & Furious 6,84.0,69.0,130.0,Vin Diesel,Paul Walker,"Dwayne ""The Rock"" Johnson",tt1905041,61.0,"English, Russian, Spanish",Justin Lin,"Action, Crime, Thriller",7.2,189780.0,1,0,0,4
X-Men: First Class,160000000,146408305,2011,6,3,X-Men: First Class,87.0,87.0,132.0,James McAvoy,Michael Fassbender,Kevin Bacon,tt1270798,65.0,"English, German, French, Spanish, Russian",Matthew Vaughn,"Action, Adventure, Sci-Fi",7.8,335510.0,1,0,0,4
The Curious Case of Benjamin Button,160000000,127509326,2008,12,25,The Curious Case of Benjamin Button,80.0,72.0,166.0,Brad Pitt,Cate Blanchett,Taraji P. Henson,tt0421715,70.0,"English, Russian, French",David Fincher,"Drama, Fantasy, Romance",7.8,333628.0,1,0,1,3
The Sorcerer's Apprentice,160000000,63150991,2010,7,14,The Sorcerer's Apprentice,53.0,41.0,111.0,Nicolas Cage,Jay Baruchel,Alfred Molina,tt0963966,46.0,English,Jon Turteltaub,"Action, Adventure, Comedy",6.2,95004.0,1,0,0,2
Poseidon,160000000,60674817,2006,5,12,Poseidon,44.0,33.0,99.0,Josh Lucas,Kurt Russell,Jacinda Barrett,tt0409182,50.0,"English, Spanish",Wolfgang Petersen,"Action, Adventure, Drama",5.6,69002.0,1,0,0,4
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,2010,12,10,The Chronicles of Narnia: The Voyage of the Dawn Treader,59.0,49.0,113.0,Ben Barnes,Georgie Henley,Skandar Keynes,tt0980970,53.0,English,Michael Apted,"Adventure, Family, Fantasy",6.4,73076.0,1,0,0,4
Alexander,155000000,34297191,2004,11,24,Alexander,35.0,16.0,176.0,Colin Farrell,Angelina Jolie,Val Kilmer,tt0346491,39.0,English,Oliver Stone,"Action, Adventure, Biography",5.5,113234.0,0,1,1,2
Frozen,150000000,361764626,2013,11,22,Frozen,89.0,89.0,85.0,Kristen Bell,Idina Menzel,Jonathan Groff,tt2294629,74.0,English,"Chris Buck, Jennifer Lee","Animation, Adventure, Comedy",8.0,117042.0,1,0,0,4
Harry Potter and the Order of the Phoenix,150000000,292004738,2007,7,11,Harry Potter and the Order of the Phoenix,81.0,79.0,138.0,Daniel Radcliffe,Rupert Grint,Emma Watson,tt0373889,71.0,English,David Yates,"Adventure, Family, Fantasy",7.4,258301.0,1,0,0,2
Harry Potter and the Goblet of Fire,150000000,290013036,2005,11,18,Harry Potter and the Goblet of Fire,73.0,88.0,157.0,Daniel Radcliffe,Rupert Grint,Emma Watson,tt0330373,81.0,"English, French",Mike Newell,"Adventure, Family, Fantasy",7.6,280430.0,1,0,0,4
I am Legend,150000000,256393010,2007,12,14,I Am Legend,68.0,70.0,100.0,Will Smith,Alice Braga,Charlie Tahan,tt0480249,65.0,English,Francis Lawrence,"Drama, Sci-Fi, Thriller",7.2,371218.0,1,0,0,4
Hancock,150000000,227946274,2008,7,1,Hancock,60.0,41.0,92.0,Will Smith,Charlize Theron,Jason Bateman,tt0448157,49.0,"English, Japanese",Peter Berg,"Action, Fantasy",6.5,229109.0,1,0,0,1
Charlie and the Chocolate Factory,150000000,206459076,2005,7,15,Charlie and the Chocolate Factory,51.0,82.0,130.0,Johnny Depp,Freddie Highmore,David Kelly,tt0367594,72.0,English,Tim Burton,"Adventure, Comedy, Family",6.8,229004.0,1,0,0,4
Ratatouille,150000000,206445654,2007,6,29,Ratatouille,87.0,96.0,110.0,Patton Oswalt,Ian Holm,Lou Romano,tt0382932,96.0,"English, French","Brad Bird, Jan Pinkava","Animation, Comedy, Family",8.0,337299.0,1,0,0,4
Batman Begins,150000000,205343774,2005,6,15,Batman Begins,94.0,85.0,140.0,Christian Bale,Liam Neeson,Katie Holmes,tt0372784,70.0,"English, Urdu, Mandarin",Christopher Nolan,"Action, Adventure, Crime",8.3,647810.0,1,0,0,2
Thor,150000000,181030624,2011,5,6,Thor,76.0,77.0,115.0,Chris Hemsworth,Natalie Portman,Tom Hiddleston,tt0800369,57.0,English,"Kenneth Branagh, Joss Whedon","Action, Adventure, Fantasy",7.0,330613.0,1,0,0,4
Madagascar: Escape 2 Africa,150000000,180010950,2008,11,7,Madagascar: Escape 2 Africa,66.0,64.0,89.0,Ben Stiller,Chris Rock,David Schwimmer,tt0479952,61.0,"English, Italian","Eric Darnell, Tom McGrath","Animation, Action, Adventure",6.8,94955.0,1,0,0,4
X-Men Origins: Wolverine,150000000,179883157,2009,5,1,X-Men Origins - Wolverine,60.0,38.0,107.0,Hugh Jackman,Liev Schreiber,Danny Huston,tt0458525,40.0,English,Gavin Hood,"Action, Adventure, Sci-Fi",6.8,223794.0,1,0,0,4
Night at the Museum: Battle of the Smithsonian,150000000,177243721,2009,5,22,Night at the Museum 2: Battle of the Smithsonian,47.0,44.0,105.0,Ben Stiller,Amy Adams,Robin Williams,tt1078912,42.0,English,Shawn Levy,"Action, Adventure, Comedy",5.9,83512.0,1,0,0,4
Kung Fu Panda 2,150000000,165249063,2011,5,26,Kung Fu Panda 2,74.0,81.0,88.0,Jack Black,Angelina Jolie,Dustin Hoffman,tt1302011,67.0,English,Jennifer Yuh,"Animation, Action, Adventure",7.4,116459.0,1,0,0,3
Mission: Impossible III,150000000,133501348,2006,5,5,Mission: Impossible III,68.0,70.0,127.0,Tom Cruise,Philip Seymour Hoffman,Ving Rhames,tt0317919,66.0,"English, Italian, Mandarin, Cantonese, German, Czech",J.J. Abrams,"Action, Adventure, Thriller",6.8,182733.0,1,0,0,4
Angels & Demons,150000000,133375846,2009,5,15,Angels & Demons,58.0,37.0,139.0,Tom Hanks,Ayelet Zurer,Ewan McGregor,tt0808151,48.0,"English, Italian, Latin, French, Swiss German, German, Chinese",Ron Howard,"Mystery, Thriller",6.7,154182.0,1,0,0,4
Troy,150000000,133298577,2004,5,14,Troy,74.0,54.0,165.0,Brad Pitt,Eric Bana,Orlando Bloom,tt0332452,56.0,English,Wolfgang Petersen,"Adventure, Drama",7.2,271461.0,0,1,0,4
The Last Airbender,150000000,131772187,2010,7,1,The Last Airbender,31.0,6.0,103.0,Noah Ringer,Nicola Peltz,Dev Patel,tt0938283,20.0,English,M. Night Shyamalan,"Action, Adventure, Family",4.4,89300.0,1,0,0,3
Bee Movie,150000000,126631277,2007,11,2,Bee Movie,53.0,51.0,90.0,Jerry Seinfeld,Renee Zellweger,Matthew Broderick,tt0389790,54.0,English,"Steve Hickner, Simon J. Smith","Animation, Adventure, Comedy",6.2,80178.0,1,0,0,4
G-Force,150000000,119436770,2009,7,24,G-Force,40.0,22.0,90.0,Nicolas Cage,Sam Rockwell,Jon Favreau,tt0436339,41.0,English,Hoyt Yeatman,"Action, Adventure, Comedy",5.1,26324.0,1,0,0,4
Bolt,150000000,114053759,2008,11,21,Bolt,74.0,88.0,96.0,John Travolta,Miley Cyrus,Susie Essman,tt0397892,67.0,English,"Byron Howard, Chris Williams","Animation, Adventure, Comedy",7.0,106670.0,1,0,0,4
Wrath of the Titans,150000000,83670083,2012,3,30,Wrath of the Titans,49.0,25.0,99.0,Sam Worthington,Liam Neeson,Ralph Fiennes,tt1646987,37.0,English,Jonathan Liebesman,"Action, Adventure, Fantasy",5.8,115446.0,1,0,0,4
White House Down,150000000,73103784,2013,6,28,White House Down,63.0,50.0,137.0,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,tt2334879,52.0,English,Roland Emmerich,"Action, Drama, Thriller",6.4,84167.0,1,0,0,4
The Wolfman,150000000,62189884,2010,2,12,The Wolfman,33.0,34.0,103.0,Benicio Del Toro,Anthony Hopkins,Emily Blunt,tt0780653,43.0,"English, Romanian",Joe Johnston,"Drama, Horror, Thriller",5.8,77334.0,0,1,0,4
Mars Needs Moms,150000000,21392758,2011,3,11,Mars Needs Moms,41.0,37.0,88.0,Seth Green,Joan Cusack,Dan Fogler,tt1305591,49.0,English,Simon Wells,"Animation, Action, Adventure",5.4,13800.0,1,0,0,4
Flushed Away,149000000,64665672,2006,11,3,Flushed Away,65.0,72.0,84.0,Hugh Jackman,Kate Winslet,Ian McKellen,tt0424095,74.0,English,"David Bowers, Sam Fell","Animation, Adventure, Comedy",6.7,63430.0,1,0,0,4
Madagascar 3: Europe's Most Wanted,145000000,216391482,2012,6,8,Madagascar 3: Europe's Most Wanted,73.0,79.0,93.0,Ben Stiller,Chris Rock,David Schwimmer,tt1277953,60.0,English,"Eric Darnell, Tom McGrath, Conrad Vernon","Animation, Adventure, Comedy",7.0,78644.0,1,0,1,4
Mission: Impossible - Ghost Protocol,145000000,209397903,2011,12,16,Mission: Impossible Ghost Protocol,76.0,93.0,132.0,Tom Cruise,Simon Pegg,Jeremy Renner,tt1229238,73.0,"English, Russian, French, Arabic, Swedish",Brad Bird,"Action, Thriller",7.4,262373.0,1,0,0,4
Tarzan,145000000,171091819,1999,6,16,Tarzan,73.0,88.0,88.0,Brian Blessed,Glenn Close,Minnie Driver,tt0120855,79.0,English,"Chris Buck, Kevin Lima","Animation, Adventure, Drama",7.2,85609.0,1,0,0,2
Rise of the Guardians,145000000,103412758,2012,11,21,Rise of the Guardians,81.0,74.0,97.0,Alec Baldwin,Hugh Jackman,Isla Fisher,tt1830790,57.0,"English, French",Peter Ramsey,"Animation, Adventure, Family",7.3,78100.0,1,0,1,2
Sahara,145000000,68671925,2005,4,8,Sahara,55.0,39.0,124.0,Matthew McConaughey,Steve Zahn,Penelope Cruz,tt0318649,41.0,"English, French, Arabic",Breck Eisner,"Action, Adventure, Comedy",6.0,63328.0,1,0,0,4
Die Another Day,142000000,160942139,2002,11,22,Die Another Day,42.0,57.0,133.0,Pierce Brosnan,Halle Berry,Toby Stephens,tt0246460,56.0,"English, Korean, Cantonese, Spanish, German, Icelandic, Italian",Lee Tamahori,"Action, Adventure, Crime",6.1,131453.0,1,0,0,4
Star Trek,140000000,257730019,2009,5,8,Star Trek,91.0,95.0,127.0,Chris Pine,Zachary Quinto,Leonard Nimoy,tt0796366,83.0,English,J.J. Abrams,"Action, Adventure, Sci-Fi",8.1,395463.0,1,0,0,4
Men in Black 2,140000000,190418803,2002,7,3,Men in Black II,46.0,39.0,88.0,Tommy Lee Jones,Will Smith,Rip Torn,tt0120912,49.0,English,Barry Sonnenfeld,"Action, Comedy, Sci-Fi",6.0,184376.0,1,0,1,2
Captain America: The First Avenger,140000000,176654505,2011,7,22,Captain America: The First Avenger,73.0,79.0,124.0,Chris Evans,Hayley Atwell,Sebastian Stan,tt0458339,66.0,"English, Norwegian, French",Joe Johnston,"Action, Adventure, Sci-Fi",6.8,271834.0,1,0,0,4
Lethal Weapon 4,140000000,130444603,1998,7,10,Lethal Weapon 4,65.0,52.0,127.0,Mel Gibson,Danny Glover,Joe Pesci,tt0122151,37.0,"English, Cantonese, Mandarin",Richard Donner,"Action, Crime, Thriller",6.6,103615.0,0,1,0,4
G.I. Joe: Retaliation,140000000,122523060,2013,3,27,G.I. Joe: Retaliation,49.0,28.0,90.0,D.J. Cotrona,Byung-hun Lee,Adrianne Palicki,tt1583421,41.0,English,Jon M. Chu,"Action, Adventure, Sci-Fi",5.9,100921.0,1,0,0,2
The Last Samurai,140000000,111110575,2003,12,5,The Last Samurai,83.0,65.0,154.0,Tom Cruise,Timothy Spall,Ken Watanabe,tt0325710,55.0,"English, Japanese",Edward Zwick,"Action, Drama, History",7.7,238846.0,0,1,0,4
