Movie,budget,dom_gross,year,month,day,RT_title,RT_aud_score,RT_crit_score,RT_runtime,RT_cast1,RT_cast2,RT_cast3,imdb_id,Metascore,Language,Director,Genre,imdbRating,imdbVotes,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
Identity Thief,35000000,134506920,2013,2,8,Identity Thief,54.0,19.0,112.0,Jason Bateman,Melissa McCarthy,Jon Favreau,tt2024432,35.0,English,Seth Gordon,"Comedy, Crime",5.7,63464.0,0,1,0,4
The Devil Wears Prada,35000000,124740460,2006,6,30,The Devil Wears Prada,76.0,76.0,106.0,Meryl Streep,Anne Hathaway,Emily Blunt,tt0458352,62.0,"English, French",David Frankel,"Comedy, Drama, Romance",6.8,198202.0,1,0,0,4
Horrible Bosses,35000000,117538559,2011,7,8,Horrible Bosses,70.0,69.0,106.0,Jason Bateman,Jason Sudeikis,Charlie Day,tt1499658,57.0,English,Seth Gordon,"Comedy, Crime",6.9,252558.0,0,1,0,4
Spy Kids,35000000,112692062,2001,3,30,Spy Kids,44.0,93.0,88.0,Antonio Banderas,Carla Gugino,Alexa Vega,tt0227538,71.0,"English, Spanish",Robert Rodriguez,"Action, Adventure, Comedy",5.4,62933.0,1,0,0,4
21,35000000,81159365,2008,3,21,21,66.0,36.0,122.0,Jim Sturgess,Kevin Spacey,Kate Bosworth,tt0478087,48.0,English,Robert Luketic,"Crime, Drama, Thriller",6.8,155192.0,1,0,0,4
Cape Fear,35000000,79091969,1991,11,15,Cape Fear,77.0,76.0,128.0,Robert De Niro,Nick Nolte,Jessica Lange,tt0101540,73.0,English,Martin Scorsese,Thriller,7.3,101175.0,0,1,0,4
The English Patient,35000000,78716374,1996,11,15,The English Patient,84.0,83.0,162.0,Ralph Fiennes,Juliette Binoche,Willem Dafoe,tt0116209,87.0,"English, German, Italian, Arabic",Anthony Minghella,"Drama, Romance, War",7.4,108855.0,0,1,0,4
Guess Who,35000000,68915888,2005,3,25,Guess Who,49.0,43.0,105.0,Bernie Mac,Ashton Kutcher,Zoe Saldana,tt0372237,49.0,English,Kevin Rodney Sullivan,"Comedy, Romance",5.9,28513.0,1,0,0,4
L.A. Confidential,35000000,64604977,1997,9,19,L.A. Confidential,94.0,99.0,138.0,Kevin Spacey,Russell Crowe,Guy Pearce,tt0119488,90.0,English,Curtis Hanson,"Crime, Drama, Mystery",8.3,315427.0,0,1,0,4
In & Out,35000000,63826569,1997,9,19,In & Out,51.0,73.0,90.0,Kevin Kline,Joan Cusack,Matt Dillon,tt0119360,70.0,English,Frank Oz,Comedy,6.3,28101.0,1,0,0,4
A Nightmare on Elm Street,35000000,63075011,2010,4,30,A Nightmare on Elm Street,44.0,15.0,96.0,Jackie Earle Haley,Kyle Gallner,Rooney Mara,tt1179056,35.0,English,Samuel Bayer,"Horror, Mystery, Thriller",5.2,58304.0,0,1,0,4
The Cell,35000000,61280963,2000,8,18,The Cell,57.0,45.0,106.0,Jennifer Lopez,Vince Vaughn,Vincent D'Onofrio,tt0209958,40.0,English,Tarsem Singh,"Sci-Fi, Thriller",6.3,67036.0,0,1,0,4
The Benchwarmers,35000000,59843754,2006,4,7,The Benchwarmers,65.0,11.0,85.0,Rob Schneider,David Spade,Jon Heder,tt0437863,25.0,"English, Spanish",Dennis Dugan,"Comedy, Sport",5.6,32173.0,1,0,0,4
Secretariat,35000000,59699513,2010,10,8,Secretariat,76.0,64.0,116.0,Diane Lane,John Malkovich,Dylan Walsh,tt1028576,61.0,English,Randall Wallace,"Drama, Family, History",7.2,16287.0,1,0,0,4
The Man in the Iron Mask,35000000,56968169,1998,3,13,The Man in the Iron Mask,56.0,33.0,135.0,Leonardo DiCaprio,Jeremy Irons,John Malkovich,tt0120744,48.0,"English, Italian",Randall Wallace,"Action, Adventure",6.4,94582.0,1,0,0,4
TMNT,35000000,54149098,2007,3,23,TMNT,61.0,34.0,86.0,Chris Evans,Sarah Michelle Gellar,Mako,tt0453556,41.0,English,Kevin Munroe,"Animation, Action, Adventure",6.4,44597.0,1,0,0,4
Radio,35000000,52333738,2003,10,24,Radio,80.0,36.0,109.0,Cuba Gooding Jr.,Ed Harris,Alfre Woodard,tt0316465,38.0,English,Michael Tollin,"Biography, Drama, Sport",6.9,26932.0,1,0,0,4
Old Dogs,35000000,49492060,2009,11,25,Old Dogs,44.0,5.0,88.0,John Travolta,Robin Williams,Kelly Preston,tt0976238,19.0,"English, Ukrainian",Walt Becker,"Comedy, Family",5.3,25103.0,1,0,1,2
Malcolm X,35000000,48169910,1992,11,18,Malcolm X,92.0,91.0,201.0,Denzel Washington,Spike Lee,Angela Bassett,tt0104797,72.0,English,Spike Lee,"Biography, Drama, History",7.7,50308.0,1,0,0,2
Must Love Dogs,35000000,43894863,2005,7,29,Must Love Dogs,51.0,35.0,98.0,Diane Lane,John Cusack,Elizabeth Perkins,tt0417001,46.0,"English, Armenian",Gary David Goldberg,"Comedy, Romance",5.9,21497.0,1,0,0,4
License to Wed,35000000,43799818,2007,7,3,License to Wed,53.0,7.0,91.0,Robin Williams,Mandy Moore,John Krasinski,tt0762114,25.0,English,Ken Kwapis,"Comedy, Romance",5.2,26787.0,1,0,1,1
Donnie Brasco,35000000,41954997,1997,2,28,Donnie Brasco,89.0,87.0,115.0,Johnny Depp,Al Pacino,Michael Madsen,tt0119008,76.0,"English, Italian, Japanese",Mike Newell,"Biography, Crime, Drama",7.8,175981.0,0,1,0,4
Max Payne,35000000,40687294,2008,10,17,Max Payne,30.0,16.0,100.0,Mark Wahlberg,Mila Kunis,Beau Bridges,tt0467197,31.0,"English, Russian, Spanish",John Moore,"Action, Crime, Drama",5.4,90536.0,1,0,0,4
Resident Evil,35000000,40119709,2002,3,15,Resident Evil,68.0,33.0,100.0,Milla Jovovich,Oscar Pearce,Indra Ove,tt0120804,33.0,English,Paul W.S. Anderson,"Action, Horror, Sci-Fi",6.7,158242.0,0,1,0,4
The Ladykillers,35000000,39692139,2004,3,26,The Ladykillers,43.0,55.0,104.0,Tom Hanks,Marlon Wayans,J.K. Simmons,tt0335245,56.0,"English, Vietnamese","Ethan Coen, Joel Coen","Comedy, Crime, Thriller",6.2,69058.0,0,1,0,4
The Nativity Story,35000000,37629831,2006,12,1,The Nativity Story,76.0,38.0,100.0,Keisha Castle-Hughes,Oscar Isaac,Hiam Abbass,tt0762121,52.0,English,Catherine Hardwicke,"Drama, Family",6.7,6838.0,1,0,0,4
In Time,35000000,37553932,2011,10,28,In Time,51.0,36.0,109.0,Justin Timberlake,Amanda Seyfried,Cillian Murphy,tt1637688,53.0,English,Andrew Niccol,"Action, Sci-Fi, Thriller",6.6,208022.0,1,0,0,4
The Back-up Plan,35000000,37490007,2010,4,23,The Back-up Plan,45.0,18.0,104.0,Jennifer Lopez,Alex O'Loughlin,Eric Christian Olsen,tt1212436,34.0,English,Alan Poul,"Comedy, Romance",5.1,30678.0,1,0,0,4
Bounce,35000000,36805288,2000,11,17,Bounce,33.0,52.0,106.0,Ben Affleck,Gwyneth Paltrow,Joe Morton,tt0186894,52.0,English,Don Roos,"Drama, Romance",5.7,15093.0,1,0,0,4
Closer,35000000,33987757,2004,12,3,Closer,81.0,68.0,103.0,Julia Roberts,Jude Law,Natalie Portman,tt0376541,65.0,English,Mike Nichols,"Drama, Romance",7.3,140305.0,0,1,0,4
Black Knight,35000000,33422806,2001,11,21,Black Knight,34.0,14.0,95.0,Martin Lawrence,Marsha Thomason,Tom Wilkinson,tt0265087,32.0,English,Gil Junger,"Adventure, Comedy, Fantasy",4.6,24272.0,1,0,1,2
The Pianist,35000000,32519322,2002,12,27,The Pianist,96.0,96.0,148.0,Adrien Brody,Thomas Kretschmann,Maureen Lipman,tt0253474,85.0,"English, German, Russian",Roman Polanski,"Biography, Drama, War",8.5,326293.0,0,1,1,4
House of Wax,35000000,32064800,2005,5,6,House of Wax,42.0,25.0,113.0,Elisha Cuthbert,Chad Michael Murray,Brian Van Holt,tt0397065,41.0,English,Jaume Collet-Serra,"Horror, Thriller",5.3,74804.0,0,1,0,4
From Hell,35000000,31598308,2001,10,19,From Hell,66.0,57.0,137.0,Johnny Depp,Heather Graham,Ian Holm,tt0120681,54.0,English,"Albert Hughes, Allen Hughes","Crime, Horror, Mystery",6.9,100639.0,0,1,0,4
Queen of the Damned,35000000,30307804,2002,2,22,Queen of the Damned,67.0,17.0,101.0,Aaliyah,Stuart Townsend,Vincent Perez,tt0238546,30.0,English,Michael Rymer,"Fantasy, Horror, Music",5.1,36348.0,0,1,0,4
